id,text_,rating
137,"Love this  27 inch monitor !  I had 19 inch monitor prior to this one, what a big change !  Very happy with the quality too!",5
138,For a cheap 1080p gaming monitor this works flawlessly. I’m not hung up on the sharpest and most perfect graphics. I game I’m on a rig that isn’t about the latest and greatest. I have a Ryzen 7 2700x and an Rx 580 16 gigs of ram and an MVME m.2 ssd  So sure it’s capable of 4K but I don’t really care about that. I tried this on a much older rig that my kids use that had a AMD FX proc and a 4 gig graphics card that I don’t really remember what it was off hand. But it’s capable of playing games at medium to high. Again possible to play 4K but this monitor looks really good at 1080p. So at the end of the day it’s a decent size monitor that is good enough for people that play fortnite and BeamNG drive and just like the game and are fine with playing it without being hung up on the best of the best.,5
139,FANTSTIC work monitor and can't beat the price. Looks great and makes multi-tasking a breeze!!,5
140,"Good portable WFH monitor. The monitor itself is great but the included cover/stand is terrible which is why I'm giving it 4 stars. The cover/stand is a great cover to protect the screen, but it works terribly as a stand and it is pretty unstable. If you get this monitor get a tablet stand for it too which will solve the problem of the terrible stand.",4
141,"Great monitor! Beautiful picture and amazingly thin bezel!<br /><br />Just beware if you are using 2 of these in a daisy chain. The displays will blank out randomly, making the monitor unusable.<br /><br />It works great when it has it's own direct output from the video card of a computer.",2
142,Great picture quality<br />Love the price and the fact I can do hdmi hook up to my laptop and have dual screens for work,5
143,"The graphics are pretty good for basic stuff, not sure about games. the bottom neck for the base can't be removed so I cut it off, it looks much better without it there and with the dual monitor setup from 1 base looks great.<br />Only recently having a dual screen monitor glitch where they flicker off then back on .5 sec, kind of a pain when working, maybe just needs a update.",3
144,"As promised, a quality screen",4
145,"We needed a 4K monitor to send to college and this one is perfect!  It's a great size for a dorm room, good quality, and easy to set up.",5
146,"It's a great screen.  Nice clarity and very responsive.  Hooked up external speakers to it as it doesn't have speakers.  The only issue is that when someone comes into my office, they have a habit of pointing to something on the screen and touching it which redirects us to another site etc.",5
147,"I bought this as a monitor for my home office, thinking I'd use the TV tuner as a PIP (picture-in-picture) image while working. So far it hasn't gotten to my desk! I first set it up as a TV in the bedroom, just to be sure it worked. It is a great little TV! Then it went on the kitchen counter. So much better than a big boxy TV taking-up a lot of space. I want at least one more of these! Two minor issues: the sound is a bit tinny from the small built-in speakers (turning up the Bass setting helped.), and the on-screen controls are hard to read from more than a couple feet away. (The optional captions are larger and easy to see.)",4
148,Pros:<br />-good picture quality (some reason when I plugged it in it was in 800x600 instead of 1920x1080)<br />-Very sturdy frame made out of a metal<br />Cons:<br />-Not good speakers at all but not completely unusable<br />Overall I think its a great monitor with a great screen but if you want a monitor where you'd be using the speakers a lot I wouldn't recommend this one.,4
149,Absolutely fantastic entry ultra wide monitor. Does not glare at all and despite limited ports (2 hdmi) it is enough to get the job done. I bought a desk clamp monitor mount to use in combination with this and with the extremely thin bezel it looks amazing. Would highly recommend for multitaskers and despite it not being a gaming monitor I've had nothing but pleasant experience gaming on it!,5
150,"Having had a two-monitor, side-by-side Samsung (225BW) flatscreen setup for many years, this curved CJ89 screen seemed to be exactly what I wanted. I was not disappointed. I've been using the BIG CURVE for about a couple months, and there is little to complain about.<br /><br />For single-monitor computer users used to the smaller screen, the ultra-wide curve may come as something of a shock and disorienting. But for me, with video editing aspirations, and many intense programs including photoshop, the CJ89 43"" is absolutely necessary to my sanity. The picture quality is crisp and stunning, and I have noted no unevenness and almost no vignetting in the corners. As a monitor, this is a superb achievement. I am NOT a gamer, but if any monitor could turn me into one, this would be it.<br /><br />This monitor is for a brand new windows 10 desktop with the extremely powerful GEFORCE  RTX 2070 8G graphics card.  This card is also capable of simultaneously driving my 4K HD screen, although I've not got to that point just yet.<br /><br />The only thing that troubles me is the very annoying on-off switch, which is located under the monitor and cumbersome to use and get at.  It's not only an on-off button but it is also a ""toggle-type"" tiny switch. Turning the monitor power off requires three cumbersome finger movements. There are only three other buttons underneath the unit to access the controls, such as splitting the screen into two computers. I liked Samsung's old-style on-off switch much better.<br /><br />The monitor has its own speakers, which, if you don't care too much about high-fidelity, are extremely convenient.<br /><br />Let me proclaim loud and clear -- Samsung monitors are the world's best! But why this crazy on-off switch?",4
151,Best 4K monitor.,5
152,"I have 2 ASUS PA248Q's which are AMAZING, however I am trying out video capture devices, all of which accept a max resolution of 1080p. The PA248Q's get fuzzy and stretched at that resolution so I was looking for a similar screen at a lower resolution. This screen is great and works, however there is a blurry/smudged/greyed look to it compared to the PA248Q which ruins color quality. I am currently looking to replace this with a better color quality monitor.<br /><br />UPDATE: Through color calibration and some graphics card software settings I have managed to get the colors to not be so bad. It still doesn't look as good as the PA248Q, but better than the picture shows.",3
153,Kid loves it.  He uses it daily.,5
154,"I'm a bit of an average joe when it comes to monitor tech. I don't know a ton about color spaces, color profiles, and all kinds of in depth stuff, but this monitor is an amazing upgrade from 1080p 60hz. I get somewhat lower framerates in games, but I don't even care because going from an old TN panel to this IPS display makes games look  stunning. It's like I can see for the first time in my life. I didn't check too thoroughly to see if mine had any dead pixels, but if it has any they certainly aren't very noticeable (as resolution increases they get harder to notice anyways). I'd highly recommend it if you're looking for a nice upgrade from 1080p 60hz (seems like it made me better at shooters too). Just know that you may need to upgrade your system to get better performance",5
155,"Amazing monitor. Very clean and modern design, 1080p and 75Hz at $100 is truly amazing. I can confirm this monitor is 75Hz. Super slim bezels too. Best monitor under $100.",5
156,Is monitor = true<br />Is big = true<br />Is beautiful = true<br />Is curved = true<br />has vesa compatibility = true<br />comes with a great stand = true,5
157,"Too small for a really good gaming experience. It is inexpensive, but I ultimately returned it. I tried to exchange for a larger size monitor, but the company refused. Not great customer service.",3
158,I use this for video editing and is is wonderful. Great value and is just about perfect.,5
159,"Even after reading all of the answers and reviews I was still unclear how this would work with the Galaxy S20 using DEX desktop mode and also on my 2018 Macbook Pro.<br /><br />DEX works perfectly with the S20. And as a 2nd monitor for my macbook pro this works great. No issues with Adobe Premiere, Photoshop, and After Effects. Unlike other reviews stated, it worked perfectly for me as a touch screen with my macbook. I can now interact with the Apple OS via touch. I can even use the included pen to draw on photoshop which is a really nice feature. On full brightness with the PC charge option enabled the monitor battery holds its charge, but doesn't gain power. On medium brightness it charges from the laptop. So it's nice not to need a second power cable to keep it charged when using on my desktop.<br /><br />Great product!",5
160,"I swapped out the mount, but other than that, this is a great monitor at this price point.",5
161,"Update - I've had the Asus LCD for 18 months now.  The last time I tried to use this, it did not work at all.  After a dedicate hour trying to figure this out I followed these steps to make it work with Mac OS High Sierra 10.13.6 on my MacBook 11&#34; (bought early 2014):<br /><br />1-Search for the driver version 4.3 (for MB 168), download it.<br />2-Install the software/driver from the dmg (just start dbl clicking until the disk image opens, dbl click it, then able click the install icon)<br />3-Open Mac settings.  Click Security and Privacy, click Accessibility on the left. Give the DisplayLinkUserAgent permissions (have to click the lock at the lower left to unlock for changes - note - having dropbox also enabled may spoil the part, and dropbox works without it).<br />4-Restart your Mac<br />5-HERE IS THE KICKER - when you plug in the USB cable for the MB168 ALSO PLUG IN A THUNDERBOLT ADAPTER.  You don't need anything connected to the other end, just a VGA or HDMI thunderbolt display adapter clues the Mac in that something is going on with displays, and it finds the MB168.  After the LCD monitor comes on you can plug the thunderbolt adapter.  Weird.<br /><br />It's hard wrapping hardware and software around someone else's product because product software constantly changes; my company did this with an add-on to Outlook, and it is a support nightmare.  I applaud Asus for making this work, and wish the Mac would still detect the LCD monitor without the dongle wake up call regardless of who's &#34;fault&#34; this is.  At least it works.<br /><br />ORIGINAL REVIEW:<br /><br />Very useful monitor.  I carry it in my breifcase for off site work or meetings.  The brightness buttons do not seem to work with my Mac, although some have reported that they do for ther Macs.  I installed the drivers from the web site (I Googled it) and plugged it into my Macbook Air 11.  I recommend this product.<br /><br />The stand/cover could work better if the folded configuration stuck together more securely, but it works.  That and the brightness buttons would make it a 5/5.  I still recommend it, and would buy it again.",4
162,"The display has a subtle flicker. I have tested on Macbook Pro (DVI), Window 7 PC with high end graphics card (HDMI) and Acer chrombook HDMI. The flicker is not blatantly obvious but my entire family starts to get dizzy after looking at this monitor for more than 1 minute. I have used many 24&#34; ViewSonic monitors in the past. I currently use two at work and one in my home office. All of these monitors are easy on my eyes. But... not this one. Could this be just a defective unit? Sure. But I have no way of knowing that and I do not have the time or patience to get this one replaced with the same model to investigate further. I chose to send this one back defective and purchase an equivalent from another manufacturer. This is really a shame because I will now think twice (as I just did) before purchasing another ViewSonic monitor.",2
163,I am totally in love with this portable monitor. I used this to play my Nintendo switch while my father is watching television. It is super lightweight and very easy to carry with. I can easily bring this to school and it is super easy to set up. It came with a nice leather protective case which also serve as monitor stand. I am very happy with my purchase.,5
164,"This was a good buy -- BUT there is a Major Glitch.  I use this as an external VGA & HDMI monitor on my two laptop computers.  I changed my Windows display settings to make it my 'primary' monitor.  Nevertheless -- when I boot-up these laptops they do not recognize the monitor in the early stages of the boot, so I cannot use this monitor if I need to access a ""safe boot"" option or if I need to access the F-8 bios settings -- because this monitor can't see anything at the DOS level.  It displays an ""out of range"" error message.  LG support is both clueless and utterly indifferent about the problem.<br /><br />Worth pointing out -- This is NOT a ""bios settings"" problem.  Both of my prior ASUS 21"" monitors that were connected in exactly the same way (as external monitors) are able to view all stages of the boot-up.  The problem is that LG needs to reconfigure the monitor to automatically and temporarily adjust the settings as needed to display everything during the early stages of the boot-up (when in the DOS boot phase).<br /><br />LG support (phone clerks) is so profoundly clueless and callously indifferent that they likely will never correct this problem -- which probably has a fairly simple, easy solution -- if only they cared.",3
165,Delivered quickly. Monitor performs better than I even expected. Super clean display,5
166,This is a very nice monitor.  The durability is unknown due to the fact I haven't had very long.  I only wish there was more adjustment to raise it higher but it is better than no adjustment at all.,5
167,"Purchased 2 (RL2455HM) on Jan 4th, 2014 & have used them both almost every day for the past 4 years with no problems.",5
168,"One of the cheapest 1440p 75hz monitor on the market.<br /><br />Pros: The 75hz refresh rate is great, much smoother than the standard 60hz.<br />  Great professional grade stand that can go up and portrait mode. Much better than other stand in this price range<br />  Using DL-DVI can overclock the monitor slightly<br />  Fairly good color and viewing angles for a TN panel<br /><br />Cons: First monitor had a dead pixel right in the middle of the screen (Thank you Amazon for the quick exchange)<br />  First monitor had DVI issue when playing Netflix or Amazon Prime<br />  The included DVI cable is not Dual Link.<br />  For some reason, the display port is defaulted to 1.1 instead of 1.2<br />  Some purple blue back-light bleed at the bottom.<br /><br />Overall, I would recommend this monitor if you value response time and refresh rate over IPS color.",4
169,"This is a great monitor for the price if you have a room where you can control light. The one problem with this monitor is that the screen surface is reflective, so if you can't control light in your room, it will have a lot of glare. That said, it is big and has really good color for my purposes. The refresh rate is limited to 60hz, so if you want a monitor for high frame rate gaming, this will not be the right choice. Games look great on it otherwise. For my use case, the best thing about this monitor is that it allows me to easily put up two windows side by side, essentially giving me all the benefits of having dual monitors in a single monitor.<br /><br />I will note that I had to return the first one I got due to a stuck pixel, but the second one looks great and has been performing well for several months. One additional note: If you are running your audio through this monitor, there are times when after rebooting the computer, the audio sounds garbled. The simple fix is to turn the monitor off and on again--I almost forgot to do that and thought my audio driver was to blame since I leave the monitor on all the time and just let the computer put it into standby.",5
170,The ghosting on this monitor is SO bad. It doesn't matter what refresh rate. DON'T BUY,1
171,"Beautiful display and great response rate - however after about 40 days I started seeing faint horizontal and vertical lines across the panel.  I even tried disconnecting all cables and running the diagnostic test and the lines were still present, so it is definitely an issue with the screen.<br /><br />It was very gently used and mounted on a VESA mount.",1
172,"I had a choice between a cheaper and smaller HP monitor and this one, and based on the reviews I decided to go with Lepow. I'm glad I did! the image on this display looks much better than even my laptop. What I also really liked was the packaging and everything that's included. The connection to the computer was seamless and trouble-free: connect the monitor to the power source, connect the display cable of your choosing to the laptop, and done! The options offered for the stand are also very viable. Although, I really wished the design of the display and the placement of the ports would allow for a hassle-free portrait mode viewing. Because of the location of the ports, power is coming through the right side, and display is coming in through the right side, and that makes it very hard to use the display in vertical mode. This really is a minor issue though, and overall I'm very satisfied with the product so far! It's a real time saver!",5
173,I bought this for my boyfriend and he loved this! Great quality and everything! :),5
174,Item was returned - did not work properly.,1
175,"This is a fantastic monitor overall. The colors are accurate and response when gaming is awesome. It's the perfect size for most desks (without being too big). My only complaint (and why I returned it) is that the edges can be darker than the rest and it throws me off when coding and writing. Gaming is not the big issue as I don't look at the edges while gaming... but when doing a lot of programming or office work on lighter backgrounds it is distracting. Could have just been the unit I received, but overall, it's good. I had two defective MSI 343CQRs. They had amazing colors, but so many dead pixels. This ASUS one had ZERO dead pixels... I just didn't like the edge lighting darkness.",4
176,I bought this monitor months ago and wanted to give it a run before leaving a review. I have ran this monitor for hours and it has not failed me ever. The picture is great and I have not gotten any of the dead pixels in some areas like other monitors have. I bet this thing will run for years.,5
177,"AMAZING. Best christmas gift for my husband, he loves it.",5
178,Great picture.  The only minus is that the controls are on the bottom of the monitor and the icons are difficult to see.,4
179,Quedó muy bien para jugar tiene buena calidad de imagen,5
180,it’s a great monitor. You have to change your display settings on your pc to 144hz if you want to use that feature. Otherwise you’ll just be seeing 60fps.<br />Honestly I returned this monitor so that I could get the 240hz model. But I can’t really tell the difference after about 180fps.,5
181,Horizontal controls can’t be adjusted,4
182,"At a price of $700 it surely is the best value in its class with a wide range of connections for just about anything and not having DVI is not an issue since it comes with a DVI to HDMI adapter. That is a definite strength. It's 27.5 size is large enough for bedroom HDTV viewing. It is also ridiculously bright. Too bright is never a bad thing. Not bright enough is the kiss of death for a monitor. That is very hard to compensate for. As far as I'm concerned an overly bright monitor is just fine. You will have to tone down the brightness all the way and adjust the gamma settings in either your video card control panel or in each game where applicable for the best black levels. With tweaking this is a very good gaming monitor.<br /><br />On the negative side, do not expect to be able to use the preset color controls such as ""Cinema"". I discovered this while watching HDTV broadcasts via the component video input. Cinema mode offers tremendous color that looks so great for sports but god awful for most movies. I think it is funny that they even call it Cinema mode because you will most certainly not be able to see any shadow detail thus making movies impossible to enjoy. So be prepared to use only your custom settings for all sources and generally I recommend turning the brightness all the way down. This is not a monitor for people who want great results right out of the box. Be prepared to tweak.<br /><br />Another quirk is that the viewing angle is a bit narrow. I can see that as I move from side to side even just a little bit causes some apparent lightening or darkening of the edges of the screen on each side. That is not a big deal for a PC Monitor but if you want it to double as a 1080p HDTV it will be somewhat unforgiving unless you sit right in front of the monitor. While other reviewers might think the processing is poor for 1080i broadcasts I found the picture quality to be very worthy of watching especially for anything like CGI or cartoons. Now the monitor did struggle with Monsters HD, an all horror movie channel, but that is to be expected for any LCD with just an 800:1 contrast ratio. Horror movies are very dependant on black levels so that is to be expected.<br /><br />Of note, I wanted to mention that this LCD monitor is a 6 bit panel meaning that it will not offer the color accuracy of the 8 bit panels like Dell and others have in 24"" sizes. Yes, the 24"" monitors are using higher quality panels. I can say first hand that the choice is yours. I have one of those Dell 24"" monitors and I can say that I think that the color accuracy is close enough be offset by the fact that the extra 3.5"" of viewable area more than makes up for it. That is why my main gaming rig is viewed on the Viewsonic VX2835wm. From several feet away I can read this review at 1920 * 1200 without squinting. Oh and the 3 millisecond response time aint too shabby.",4
183,"One of these monitors is great. The other tends to go dark and return every once in a while.  All the connections seem right.  It may be because of the way I have them daisy chained to my computer. These do not have the special connection to enable an extended desktop. If you use a normal splitter, they will duplicate the same screen. Comes with 1 HDMI and 1 VGA on each.  2 power cables for each monitor. The package also comes with 2 HDMI-to-USBA connectors.  Set up only required pushing in the stands and connecting the wires.",4
184,"[[VIDEOID:58bf06baba11a9a241c629e8e2dead9e]] This 27inch monitor is great for the price. I doubted the quality in the cheap price, but it turned out to be very satisfying. The quality of the monitor is good enough for daily use. Recommend.",5
185,"I have owned other HP monitors and while this one is on the lower end of the quality and feature spectrum, it<br />is perfectly fine as a 2nd monitor. I am using it next to an older HP w2408h which is also a 24"" monitor but has a different aspect ratio so I just had to to tweak my display settings in Windows 10 so things didn't change size dramatically when I move something from one screen to the other. Usually if you are going to use two screens, you get 2 of the same model. However, I was abruptly tossed into working at home so I didn't want to spend the money for two new monitors especially when my older HP was working fine and looks a bit better.<br /><br />As far as features go, this is a basic HP model. It's got adjustments for brightness/contrast, color and few other things, but no physical adjustments for height, only tilt. I stuck a hardcover novel under it to raise to the height of my existing monitor.  Color-wise, it appears a little washed out compared to my older HP monitor. Even after adjusting the saturation all the way for RGB, my older monitor still beats it. This new monitor does provide crisper text and graphics so that is a plus (my older HP is 8 years old)<br /><br />It did come with a VGA cable which I swapped out for a DVI cable because my other monitor was already using the VGA input.<br /><br />The seller shipped this very quickly and I am grateful for that because trying to work with a single monitor when you are used to having 2 at the office is a killer for graphic design work.",4
186,Perfect,5
187,"Great monitor just like the other model for the consumer line but better warranty on this one. The U or the M are identical best I can tell. I own both. 34UB88-P 34""",5
188,Screen is very nice... certain angles are hard to see but overall great screen.,4
189,"This monitor has almost everything going for it.  It turns on quickly, doesn't need to warm up, holds a spot on color profile (once calibrated I got slightly better than sRGB gamut), has a very fine brightness control, looks great when viewed at all angles, is simple (I don't like OSDs), and has an unobtrusive bezel.  The monitor arrived with only one stuck red pixel (which due to the small pixel pitch, can't be seen unless your a only couple inches away).<br /><br />However, HP really ruined a good thing by adding such an obnoxious anti-glare coating.  I do a lot of text editing and internet browsing (with white backgrounds) and the coating provides a rainbow graininess that causes text to not appear as crisp and solid colors to not seem clean.  I suspect that HP decided to use the same anti-glare coating they use on lower resolution monitors (where the scattering of light from each pixel isn't a problem due to their size).  With the tiny pixels in this display, the anti-glare just makes everything seem dirty and fuzzy.  It's a real shame that they went overboard with the coating.<br /><br />After some research, it appears that other manufacturers have the same anti-glare grainy problem with their high resolution displays, and the pickings are slim for those of us who want that kind of resolution in an IPS panel without spending the extra money on an Apple cinema display, as well as the necessary adapters to make it work with a PC and allow it to attach to a VESA desk mount.<br /><br />The only way I found to mitigate the anti-glare issue was to apply an anti-reflective (different from anti-glare) screen protector (MXA sheet from Photodon).  While it doesn't completely take out the sparkle, it makes it less noticeable (at least text is clearer now).  Aside from a bit of dust I wasn't able to keep out when applying the sheet, installing it was not too bad of a price to pay.  The blacks are now blacker, solid colors are cleaner, and the text is finally sharp.  I only wish the monitor came this way.<br /><br />If not for the aggressive anti-glare coating, the monitor would have gotten 5 stars.  It would be nice to see a glossy option from HP in the future.",3
190,"Great monitor! I have two for my home office and they are crisp, clear, light, and perfectly suited for long working days. Excellent price as well. Highly recommended.",5
191,Easy set up and visuals are stunning. Stoked that it works well with my MacBook Pro.,5
192,"I have had my monitor for a few weeks and I love it. The light weight for portability is great, and the screen color is very nice.  Have enjoyed movies, sports or just for Facebook and You tube  I take it with me almost everywhere.",4
193,works well. good quality image with my macbook air. connectivity is easy. Price is right,5
194,"When it came, i was like AWESOME!! Hooked it up, computer sees it just fine. 1 little annoying detail theres a red scratch mark on the left corner of the screen it only appears during screen saver mode. it also had what looked like red paint on the side casing as well.<br /> I give you 4 stars. im still using it till this day, thinking about upgrading sometime to something bigger",4
195,This monitor has been great for what I needed. This is my second monitor that quickly became my primary monitor. The thin edges give it a larger feel. The speakers on it do have have the best audio quality but that can be expected for the price. Great monitor,4
196,"So far...Nothing to dis-like! Compliments my new build nicely! For performance. It's a great screen and would recommend it to anyone. Price is right, Definitely a quality product",5
197,"This monitor looks fantastic and has beautiful picture quality, especially for the price.",5
198,I am thrilled with the picture quality and clearness of everything. Very happy and would buy again,5
199,There's an option but it is definitely displaying in 60 hz,1
200,"If you have a Macbook and you want an external display, skip this. (I assume this is true if you have a Mac mini as well)  I bought this for my relatively new macbook pro 2019, and I'm returning it.<br />The monitor resolution, which is 4K (3840 x 2160 pixels) on a 27"", is not suited for apple computers. Mac OS works well within the 200 dpi range, the so called RETINA. To have this on a 27'', you need a 5k (5120 × 2880) screen, OR  just need to buy a 24'' monitor with a 4k resolution . The 4k resolution is too low to be stretched on a 27'' panel, to work well with Mac Os.<br />If you use this monitor with its native 4K resolution (the ""more space"" option in the Mac settings), this monitor doesn't have enough pixels for not a RETINA resolution on a 27'' (219 ppi) , and everything on the screen will be reeeeaaally small. The other option is to use the monitor at 1080p, and that's a ""Retina"" option , this happens to be the ""default"" in the settings, for this very reason. This way everything is clear but too big, and you lose the advantage of a big screen, real estate.<br />You can choose a different resolution, such as  2560x1440, so you have a compromise between text size and real estate, but there is a huge problem: the monitor doesn't really use its full 4K potential, so you wasted your money on a 4K monitor, and you have to force your graphics card to do scaling. Scaling means your graphic card has to scale everything for the size you picked, and that results in blurry text, and not so smooth scrolling.<br /><br />So to summarize: if you purchased this monitor and you are using it with an Apple computer, you have 3 options:<br />1) use the native 4K resolution and you will take advantage of the max potential of your screen but everything will be super small and somewhat clear, but not super clear.<br />2) use the default retina setting, which is 1080p, and everything will be super extra crisp and smooth, but you are underusing your monitor, everything will be super big, and you'll waste a lot of real estate.<br />3) use an in-between resolution, and you will gain some real estate and the text on the screen will be readable, but it's not gonna be crisp and super clear, and it's not gonna be smoot. Something will look ""wrong"".<br /><br />Bottom line, if you have a Mac, buy a 24'' 4K monitor , or a 27'' 5K monitor. DON'T buy this one",2
201,"I loved this monitor and am hoping I just got the one in a million that was defective.  Great picture quality would still recommend it,",5
202,"All the features (tilt, turn, height adjust) make the extra cost worth it. Highly recommended.",5
203,Had the C32HG70 for about 2 months. It has a dead/stuck pixel just left center of the screen. The light bleed around the edge is really bad which I expected some but it is really terrible. Im using this with an xbox 1x. Quality on none dark scenes is pretty good and the color is good. Anything on a dark scene is bad.<br /><br />(update) 6/20/19 Samsung customer service came through. I reset the monitor and the pixel issue went away. I didn't even think a reset of the monitor would fix that issue. I've upped the review to 4 starts. Product is not perfect but it works really well with a Xbox 1x. Dont know if its just me or not but the light bleed seems a bit better also. So far I am happy with the monitor now.,5
204,Why in this day and age would you include a VGA cable instead of an HDMI cable?? Could not use it right away since now I had to go get one of those.<br />Great monitor though!,4
205,"I love this product, I recommended a lot, the shipping was very fast and was all that I was expecting",5
206,"For a while I've been searching for a LCD monitor with a right price for my budget. Then I came across this brand only the other day.I compared with several on-line electronic stores and found Amazon.com offered the cheapest with free shipping,  less than  $[...] for 18.5-inch screen size . Immediately I placed the order early yesterday and had it already this afternoon. I was really amazed of the fast shipping and it was free! I did not expect it  would be delivered in 2 days!<br />Upon setting it up at first, it was too bright even after pushing the "" auto"" button.  But after adjusting and calibrating the color which is a sub-menu at Control Panel, the color is just amazing. The screen is just the right size for home use. Before this monitor, I attached a 26-inch LCD TV as monitor for my Compaq desktop but it's just too big and straining to the eyes for longer period of use. THank you, Amazon. I will highly recommend this monitor .",5
207,"Awesome monitor, especially for the money.<br /><br />Ended up going with this monitor over the Dell S2721DGF, LG 850, and every other monitor using the same panel<br /><br />This monitor is excellent, performs well, the only issue is that the IPS bleed can be quite annoying and the uniformity is not consistent across multiple monitors.<br /><br />That being said, for the price this monitor is a bargain compared to the others in it's class.",4
208,Works great with my laptop and additional external monitor for use as a 3rd monitor!,5
209,My son loves his new monitor. We hung it on the wall. The bracket was included.,5
210,I use 2 for my home office. Works great displaying high res images and while working in Adobe. No speakers so I've got my computer connected to the stereo with bluetooth.,5
211,"I was able to hook this up to my new Lenovo Tiny ThinkCentre with no issues. The monitor is thin and the case that comes with it acts as a nice stand as well. I would definitely recommend this monitor. The price was great too ! The only dislike would be I wish the speaker was a little louder but, that's not a deal breaker to me.",5
212,"The HP X27q Gaming Monitor has already been a game changer. Going from a 21-inch 1080p(FHD)/60hz to a 27-inch 1440p(QHD)/165hz is amazing. Not only I’m getting more screen space due to higher pixel count but its significantly smoother. The IPS panel with HDR also makes this screen much brighter and more color accurate. The overall look of this monitor is premium with super slim bezels and good adjustment options for height and tilt. The size and viewing angles allow me to use it as a TV sometimes when watching streaming content. I gamed a few times so far and its far more responsive than my previous monitor. Great buy and value for the premium feature set. For gaming, 1440p is a sweat spot as it allows more FPS then going with 4k which would be far more resource hungry and personally at 27-inch your eyes would not notice much difference in detail. Be sure that your PC has a newer HDMI or DP versions to ensure you can use the 144/165hz modes.",5
213,"This monitor is actually pretty nice when it syncs correctly with the graphics card, which is tough to get to happen. I have a fairly current computer from a popular manufacturer (Gateway) with a decent an widely used graphics card (integrated Nvidia  GeForce 6100 with updated drivers) that is more than capable of producing the correct resolution. Problem is that when I turn the monitor on, there is only about a one in three chance of it syncing up correctly with the graphic card. The rest of the time about 3 inches of the display is off the edge of the screen. That's really not acceptable and I really don't understand how a major company like Viewsonic can release a product like this without insuring compatibility with popular systems.",2
214,So I bought this monitor thinking that I would be able to use my desk mount to have more room and options for viewing but for some dumb reason the manufacturer states that this monitor is indeed wall mountable and has the vesa wall mount holes but they put a damn metal tab sticking out in the middle of the mount holes... How am I supposed to mount a plate in these holes with that metal piece sticking out!?? The worst idea of the company to make...,3
215,Very happy with my purchase. The screen quality is great and it synced to my HP Spectra laptop as soon as I plugged it in.,5
216,Has a picture,5
217,I recently started working remote full time and wanted an extra screen that I could take on the go. This has been a perfect fit for me. It’s small and light weight and I am able to take it wherever I go.,5
218,Let me start by saying the display is very nice but my struggles to get the monitor to work at full (native) resolution caused my low rating.  The monitor does not meet spec!  I bought this monitor to use with my 2 year old desktop and it's built in graphics over the HDMI connection.  My desktop graphics has a single HDMI connection.  The maximum resolution that Windows would give me was 2048 x 1152. I bought a new cable.  I installed new drivers.  I had to buy a new graphics card and it would only reach 1920 x 1200 over HDMI.  To power the graphics card I had to buy a new power supply.  I finally figured it out and returned the graphics card and bought a Display Port card.  It now works perfectly and looks very good.  I also need to mention that I had to return the first monitor because it had brightness variation across the screen.  With a white window there were pronounced light and dark areas.  If you don't have Display Port don't buy this monitor.  If you do it might be a good deal.,2
219,this is awesome- The image quality is very clear-and it has none of those fussy cords- the best thing is this screen is super light- it makes working remotely even more possible!,5
220,"I bought this monitor as a 2nd monitor to bring along with my laptop when working away from the office, and it is great for the purpose! The picture quality is great, and the brightness and ""feel"" of the screen matches well with the monitor on my laptop (Lenovo Thinkpad), making it comfortable to use them together. Sleek and elegant design - and very thin!",5
221,"The monitor was easy to assemble and install, and the picture quality is good but not excellent.  I also have a more expensive LG monitor with better picture quality, but I needed the lower price this time.",4
222,love this product,5
223,I thought I would add my 2 cents. I bought this monitor 10 years ago and still works great the picture has not lost any color. I don't know if you can buy these anymore but the darn thing lasted forever.,5
224,"It's an excellent screen. Not the best one you can buy, but the best one you can buy for this price that has triple inputs and audio.",5
225,"Overkill to use as a coding monitor, but I am very happy with these.",5
226,"All great even the HDR, for those saying that this isn't the real HDR, well, it sure isn't; but definitely noticeable differences when playing HDR enabled games. However bad QC..I bought two but returning one because it doesn't quite sit balanced(right-left wise) I have to always adjust it to get not completely balanced.",4
