id,label,split,rating,word_count,first_person_pronoun_count,third_person_pronoun_count,verb_count,adjective_count,superlative_count,readability_ari,extremity
945,1,train,5.0,95,5,2,20,9,0,7.65687719298246,1
946,1,train,5.0,108,5,5,23,4,0,6.846111111111114,1
947,1,train,5.0,12,2,0,3,2,0,7.727499999999999,1
948,0,train,3.0,14,1,1,4,1,0,1.24642857142857,0
949,0,train,3.0,68,5,1,16,4,0,6.187058823529412,0
950,0,train,4.0,93,3,3,25,8,1,6.0009677419354865,0
951,1,train,5.0,44,1,1,7,6,0,6.228409090909093,1
952,0,train,4.0,308,11,7,55,23,3,3.989598074339451,0
953,1,train,3.0,22,0,0,5,4,0,4.194545454545455,0
954,1,train,4.0,65,3,2,13,8,0,5.172692307692309,0
955,1,train,5.0,17,1,0,3,0,0,7.295294117647057,1
956,0,train,5.0,52,0,2,11,4,0,7.43532051282051,1
957,0,train,5.0,34,2,2,7,6,0,0.8601960784313754,1
958,1,train,4.0,38,0,0,6,6,0,4.019210526315792,0
959,1,train,1.0,111,5,3,19,9,1,4.317837837837839,1
960,0,train,5.0,27,5,2,4,1,0,0.43611111111111,1
961,0,train,5.0,147,15,7,36,8,0,4.599795918367349,1
962,0,train,5.0,25,1,2,6,4,0,2.4190000000000005,1
963,1,train,2.0,117,4,7,26,16,0,5.728910256410259,0
964,0,train,4.0,53,2,2,13,2,0,3.3240566037735846,0
965,1,train,4.0,18,0,1,3,2,0,2.6950000000000003,0
966,0,train,5.0,40,3,1,11,3,0,1.9571666666666694,1
967,0,train,5.0,17,2,2,5,0,0,3.416470588235292,1
968,0,train,5.0,48,4,4,10,3,0,1.4250000000000007,1
969,1,train,5.0,21,0,0,1,2,0,1.3585714285714303,1
970,1,train,3.0,32,1,2,8,3,0,4.232500000000002,0
971,0,train,4.0,42,0,1,9,9,0,2.7314285714285695,0
972,0,train,4.0,31,1,2,8,1,0,1.0573118279569904,0
973,1,train,5.0,28,2,0,7,4,0,5.272738095238097,1
974,0,train,4.0,20,0,0,4,3,0,6.7395,0
975,1,train,2.0,82,2,3,15,13,0,5.694146341463416,0
976,1,train,5.0,114,6,5,20,11,0,8.314736842105265,1
977,1,train,4.0,115,4,3,22,14,0,6.153847826086956,0
978,0,train,5.0,15,1,2,4,1,0,-1.9800000000000004,1
979,1,train,3.0,127,4,5,23,13,1,12.038503937007874,0
980,1,train,5.0,9,1,0,1,1,0,14.470000000000006,1
981,1,train,5.0,113,6,5,20,8,0,6.356738305941846,1
982,1,train,4.0,63,4,2,10,8,0,5.952857142857145,0
983,1,train,2.0,49,0,3,10,4,0,4.303979591836736,0
984,1,train,5.0,9,0,0,2,1,0,6.096666666666668,1
985,0,train,5.0,193,11,14,43,15,0,3.6439452257586957,1
986,0,train,5.0,11,0,0,2,1,0,4.870000000000001,1
987,1,train,5.0,53,4,1,9,7,0,8.731635220125789,1
988,1,train,5.0,16,1,0,4,1,0,9.825624999999999,1
989,0,train,5.0,23,0,3,4,3,0,1.0385507246376804,1
990,1,train,5.0,116,4,3,22,11,0,6.696685823754791,1
991,1,train,4.0,37,1,2,5,4,0,2.4168918918918934,0
992,1,train,5.0,62,2,2,9,8,0,7.78822580645161,1
993,0,train,5.0,114,7,7,24,7,0,3.4870676691729336,1
994,0,train,5.0,57,2,4,15,7,0,-0.3322807017543852,1
995,0,train,3.0,212,16,5,39,31,0,8.868156089193828,0
996,1,train,3.0,136,8,7,26,13,0,8.371050420168068,0
997,1,train,4.0,125,10,2,20,11,0,8.316506666666669,0
998,0,train,4.0,43,4,2,9,5,0,4.028992248062018,0
999,1,train,5.0,16,2,0,4,1,0,1.9987500000000011,1
1000,0,train,1.0,41,1,0,8,3,0,3.224268292682929,1
1001,1,train,3.0,53,1,2,10,6,0,7.398616352201259,0
1002,0,train,5.0,30,1,3,8,6,0,3.654,1
1003,0,train,3.0,152,1,6,24,13,0,5.3508552631578965,0
1004,0,train,5.0,37,4,3,7,2,0,-0.41756756756756985,1
1005,1,train,5.0,120,4,7,22,12,0,7.370750000000001,1
1006,0,train,5.0,330,17,4,66,21,0,3.364111111111111,1
1007,1,train,5.0,53,3,1,7,8,0,7.856320754716979,1
1008,1,train,5.0,57,2,2,12,7,0,5.754210526315788,1
1009,1,train,1.0,18,2,0,3,2,0,4.84,1
1010,1,train,4.0,29,1,1,1,7,1,5.257758620689657,0
1011,1,train,4.0,116,5,7,21,16,1,7.238645320197044,0
1012,1,train,5.0,33,2,0,3,5,0,6.944545454545455,1
1013,1,train,1.0,35,3,2,7,4,0,3.5124761904761925,1
1014,1,train,4.0,12,1,0,2,4,0,5.372499999999999,0
1015,0,train,5.0,51,0,3,6,10,0,3.2757352941176485,1
1016,0,train,3.0,33,1,1,9,4,0,5.802727272727271,0
1017,0,train,5.0,13,2,0,3,0,0,2.098461538461539,1
1018,0,train,3.0,85,1,4,19,7,0,5.86413445378151,0
1019,0,train,4.0,121,10,7,28,8,0,6.247713498622588,0
1020,1,train,4.0,16,1,0,3,2,0,3.3493749999999984,0
1021,0,train,5.0,78,4,3,17,7,0,3.51923076923077,1
1022,1,train,5.0,13,0,0,1,3,0,4.996923076923078,1
1023,1,train,5.0,49,3,3,9,4,0,6.034183673469386,1
1024,0,train,5.0,29,1,1,4,4,1,4.517126436781606,1
1025,1,train,5.0,12,0,0,1,1,0,6.550000000000001,1
1026,1,train,5.0,61,5,2,11,5,0,4.050491803278689,1
1027,0,train,5.0,36,1,6,8,3,0,12.008333333333333,1
1028,1,train,5.0,22,0,1,3,2,1,1.9330303030303035,1
1029,1,train,5.0,131,5,5,23,12,0,7.342410032715378,1
1030,0,train,1.0,80,6,8,19,4,0,2.4766607142857175,1
1031,0,train,4.0,43,2,3,13,3,0,5.3434108527131805,0
1032,1,train,5.0,49,1,3,9,6,0,4.496224489795917,1
1033,0,train,5.0,238,15,21,63,18,0,10.058314659197013,1
1034,0,train,5.0,25,4,0,4,2,0,7.6492,1
1035,1,train,5.0,32,1,1,6,6,0,3.1762499999999996,1
1036,0,train,3.0,57,2,0,16,3,0,5.113421052631576,0
1037,0,train,5.0,354,15,7,56,37,0,5.929237288135592,1
1038,0,train,5.0,77,0,2,13,8,0,5.784069264069267,1
1039,0,train,3.0,13,0,0,3,0,0,6.80846153846154,0
1040,0,train,4.0,14,1,0,2,2,0,-0.7721428571428568,0
1041,1,train,5.0,111,7,6,14,9,0,5.805328185328186,1
1042,0,train,5.0,60,3,2,18,5,0,1.9185000000000016,1
1043,1,train,5.0,108,4,5,24,10,0,9.954444444444444,1
1044,1,train,4.0,25,0,0,5,8,0,4.59106666666667,0
1045,1,train,5.0,11,1,0,2,2,0,5.90727272727273,1
1046,1,train,4.0,14,0,1,4,2,0,3.7371428571428567,0
1047,0,train,3.0,92,6,5,18,5,0,4.615905797101451,0
1048,0,train,4.0,11,0,0,2,3,0,2.240606060606062,0
1049,1,train,5.0,107,5,7,20,13,0,8.21947040498442,1
1050,0,train,3.0,300,9,8,44,25,3,16.036700000000003,0
1051,1,train,4.0,129,13,5,29,14,1,6.551262458471761,0
1052,1,train,4.0,34,1,2,8,3,0,7.4338235294117645,0
1053,0,train,5.0,231,5,8,43,20,0,4.934594155844156,1
1054,0,train,3.0,49,3,2,10,4,1,7.979727891156465,0
1055,1,train,4.0,120,10,5,25,13,0,6.216928571428568,0
1056,0,train,5.0,18,1,0,4,2,0,2.6950000000000003,1
1057,1,train,4.0,123,10,4,21,13,0,9.80439024390244,0
1058,1,train,5.0,41,2,2,8,3,0,3.798658536585368,1
1059,0,train,4.0,328,4,3,41,37,0,8.47918844367015,0
1060,0,train,5.0,201,11,6,33,22,0,5.796512890094981,1
1061,1,train,1.0,34,2,1,7,4,0,5.123235294117645,1
1062,1,train,5.0,27,2,1,5,2,0,5.904444444444444,1
1063,1,train,5.0,21,1,0,3,5,0,10.377142857142857,1
1064,1,train,3.0,134,7,6,27,18,0,7.858805970149252,0
1065,1,train,5.0,102,3,3,20,10,0,9.272352941176468,1
1066,0,train,5.0,47,2,0,5,8,1,6.145248226950354,1
1067,1,train,3.0,15,0,0,2,2,0,6.48,0
1068,1,train,3.0,39,1,3,9,3,0,4.393076923076922,0
1069,1,train,5.0,21,1,0,4,4,0,4.23,1
1070,1,train,5.0,20,1,3,3,2,0,6.232500000000002,1
1071,0,train,2.0,12,0,0,3,3,1,-0.7675000000000018,0
1072,0,train,5.0,13,0,0,3,3,0,5.369999999999997,1
1073,0,train,4.0,28,0,3,5,4,0,5.251071428571432,0
1074,0,train,3.0,293,10,8,74,18,0,5.738295522987354,0
1075,0,train,5.0,19,1,2,3,3,0,3.151578947368421,1
1076,1,train,5.0,35,0,1,4,3,0,4.072714285714287,1
1077,1,train,5.0,127,9,9,28,16,0,6.830964566929133,1
1078,1,train,5.0,114,8,2,24,11,0,4.321754385964908,1
1079,0,train,5.0,34,0,2,6,6,1,4.046372549019608,1
1080,1,train,5.0,32,1,1,6,6,0,1.7130208333333314,1
1081,0,train,4.0,36,0,1,2,1,0,18.31583333333333,0
1082,1,train,1.0,111,5,1,25,8,0,8.102702702702704,1
1083,0,train,5.0,77,7,5,18,4,0,6.149870129870131,1
1084,1,train,5.0,27,2,0,4,3,0,5.904444444444444,1
1085,0,train,5.0,155,11,5,31,10,0,5.980451612903224,1
1086,1,train,5.0,119,4,4,17,19,0,7.136974789915964,1
1087,1,train,5.0,21,1,1,5,3,0,7.594285714285714,1
1088,0,train,4.0,90,0,3,14,10,0,6.741666666666667,0
1089,1,train,4.0,74,2,3,11,11,0,9.078648648648649,0
1090,0,train,4.0,124,1,4,22,16,0,9.989562211981564,0
1091,1,train,5.0,25,0,1,7,5,0,5.533066666666667,1
1092,1,train,5.0,52,1,1,8,5,0,4.000576923076924,1
1093,1,train,4.0,119,3,7,27,11,0,4.377329598506069,0
1094,1,train,4.0,76,4,2,15,12,0,7.895570175438596,0
1095,0,train,1.0,279,13,9,47,24,0,6.949462365591398,1
1096,0,train,4.0,75,7,3,18,3,0,10.035600000000002,0
1097,0,train,5.0,20,0,1,2,5,0,1.939,1
1098,1,train,5.0,36,2,0,7,6,0,3.1483333333333334,1
1099,1,train,4.0,25,0,0,6,5,0,1.9534666666666674,0
1100,0,train,5.0,74,3,1,18,4,0,7.16918918918919,1
1101,1,train,3.0,58,4,3,12,8,0,4.1844827586206925,0
1102,1,train,5.0,60,2,1,11,6,0,7.1080000000000005,1
1103,1,train,2.0,129,4,3,21,23,0,11.15172757475083,0
1104,1,train,5.0,29,3,0,4,4,0,12.559655172413791,1
1105,0,train,5.0,205,2,10,45,13,1,3.2648353658536564,1
1106,0,train,3.0,79,5,4,17,2,0,6.1522151898734165,0
1107,1,train,4.0,19,0,1,2,3,0,4.638947368421054,0
1108,1,train,5.0,21,1,0,3,3,0,8.807142857142857,1
1109,0,train,5.0,77,1,2,15,7,0,4.867402597402599,1
1110,0,train,5.0,12,2,0,3,1,0,-0.12250000000000227,1
1111,1,train,5.0,114,7,3,18,9,1,8.197067669172931,1
1112,0,train,3.0,265,6,8,53,23,2,3.8217169811320773,0
1113,1,train,5.0,32,3,0,7,2,0,4.362395833333331,1
1114,0,train,5.0,29,2,0,7,3,0,14.021379310344834,1
1115,1,train,2.0,53,3,3,14,4,0,6.167830188679243,0
1116,1,train,5.0,14,1,0,3,1,0,4.07357142857143,1
1117,0,train,2.0,216,16,4,44,12,0,4.290833333333332,0
1118,1,train,5.0,45,1,1,5,8,0,5.756333333333334,1
1119,1,train,5.0,41,2,1,5,6,0,3.224268292682929,1
1120,0,train,5.0,38,1,2,5,4,0,7.777631578947368,1
1121,0,train,4.0,32,3,1,8,4,0,3.4965624999999996,0
1122,1,train,2.0,137,6,3,24,18,0,7.952064650677791,0
1123,0,train,4.0,39,0,3,7,2,0,1.560384615384617,0
1124,0,train,1.0,42,0,1,9,5,0,5.53142857142857,1
1125,1,train,5.0,27,2,1,6,0,0,1.7355555555555533,1
1126,1,train,5.0,115,10,2,20,13,0,7.280028985507251,1
1127,0,train,5.0,46,2,7,11,3,0,1.9313043478260887,1
1128,1,train,5.0,10,1,0,2,2,0,9.475000000000001,1
1129,0,train,5.0,272,17,7,53,25,2,6.726029411764706,1
1130,0,train,5.0,82,5,1,16,7,0,5.0930487804878055,1
1131,0,train,3.0,281,20,21,59,23,0,3.2264703979294715,0
1132,1,train,5.0,53,1,3,13,5,0,6.701037735849056,1
1133,0,train,5.0,13,1,0,3,1,0,5.35923076923077,1
1134,0,train,5.0,7,0,0,1,1,0,3.870000000000001,1
1135,1,train,5.0,31,1,1,4,4,0,5.463440860215055,1
1136,0,train,5.0,20,2,1,5,0,0,2.1744999999999983,1
1137,1,train,2.0,109,4,3,22,14,0,7.3130537352555685,0
1138,0,train,5.0,49,6,4,11,4,1,3.558095238095241,1
1139,0,train,3.0,150,8,6,26,8,0,2.7396307692307715,0
1140,1,train,5.0,123,6,4,23,12,0,10.378780487804878,1
1141,0,train,5.0,48,1,3,11,6,0,7.040624999999999,1
1142,0,train,5.0,19,0,2,5,1,1,3.895263157894739,1
1143,1,train,1.0,41,2,2,8,2,0,1.0415853658536598,1
1144,1,train,5.0,133,8,1,24,13,0,8.857744360902256,1
1145,1,train,5.0,118,7,3,22,12,1,9.768813559322034,1
1146,0,train,5.0,25,0,0,6,5,0,2.3302666666666667,1
1147,1,train,3.0,121,2,2,20,17,0,6.451673553719008,0
1148,0,train,5.0,32,1,2,6,3,0,5.41,1
1149,1,train,5.0,55,3,2,12,4,0,5.312636363636365,1
1150,1,train,1.0,13,0,0,3,2,0,2.823076923076922,1
1151,1,train,5.0,116,7,1,21,10,0,7.401059113300491,1
1152,1,train,1.0,123,6,3,25,9,1,6.234006968641118,1
1153,0,train,5.0,23,1,0,2,0,0,4.8143478260869585,1
1154,1,train,5.0,51,2,2,8,5,0,8.311176470588233,1
1155,1,train,3.0,13,0,0,2,1,0,7.533076923076923,0
1156,0,train,1.0,15,0,3,4,1,0,0.5139999999999993,1
1157,0,train,5.0,24,0,1,2,2,0,4.783750000000001,1
1158,1,train,2.0,10,0,0,4,1,0,7.591000000000001,0
1159,0,train,5.0,38,4,1,6,1,0,4.487017543859647,1
1160,1,train,5.0,119,3,8,19,16,0,7.691092436974788,1
1161,1,train,4.0,126,8,1,19,17,0,8.391190476190474,0
1162,0,train,5.0,10,0,0,2,4,0,0.8520000000000003,1
1163,0,train,4.0,22,0,0,3,3,0,1.504848484848484,0
1164,1,train,5.0,20,1,1,4,1,0,3.116500000000002,1
1165,1,train,4.0,11,1,0,2,3,0,4.194545454545455,0
1166,0,train,4.0,37,3,3,10,1,0,4.368648648648648,0
1167,1,train,5.0,29,1,1,5,5,0,6.121724137931036,1
1168,0,train,3.0,15,0,0,3,0,0,-0.11399999999999721,0
1169,1,train,5.0,56,2,0,10,9,0,8.447142857142854,1
1170,1,train,5.0,119,4,9,23,8,0,7.29529411764706,1
1171,0,train,5.0,24,0,1,3,6,0,4.727499999999999,1
1172,0,train,3.0,14,0,0,3,3,0,4.07357142857143,0
1173,1,train,2.0,119,3,4,24,10,0,10.176414565826327,0
1174,1,train,5.0,111,5,2,21,11,0,9.672702702702704,1
1175,0,train,5.0,24,2,1,5,0,0,1.3912499999999994,1
1176,0,train,5.0,22,1,2,8,3,0,-1.7065151515151484,1
1177,1,train,3.0,34,1,3,8,6,0,2.522549019607844,0
1178,0,train,5.0,94,7,1,17,8,1,4.090886524822693,1
1179,1,train,5.0,15,0,2,3,3,0,8.678,1
1180,0,train,4.0,28,0,2,4,6,0,-0.09928571428571331,0
1181,0,train,5.0,240,5,0,23,17,0,8.52476923076923,1
1182,1,train,5.0,23,0,0,3,3,0,6.8460869565217415,1
1183,1,train,4.0,27,1,0,5,2,0,2.43333333333333,0
1184,0,train,4.0,298,18,7,52,19,0,6.9121644295302005,0
1185,0,train,5.0,28,1,2,6,3,0,-3.4907142857142865,1
1186,0,train,4.0,190,11,9,36,15,0,4.657350877192982,0
1187,0,train,4.0,314,5,1,54,25,0,9.901666666666664,0
1188,1,train,5.0,70,2,3,11,10,0,5.934761904761906,1
1189,0,train,4.0,248,10,8,46,22,0,8.353864764267989,0
1190,1,train,3.0,135,5,5,29,19,0,6.355079365079362,0
1191,0,train,4.0,304,9,13,59,24,2,11.410827429149798,0
1192,1,train,3.0,133,7,7,27,19,0,7.334962406015038,0
1193,0,train,5.0,56,7,2,13,3,0,4.914642857142855,1
1194,1,train,5.0,124,6,2,23,11,0,4.982598566308244,1
1195,1,train,5.0,41,2,0,7,6,0,9.642601626016258,1
1196,0,train,5.0,85,9,5,18,3,0,3.2502352941176476,1
1197,1,train,5.0,109,6,3,21,8,0,7.227920489296636,1
1198,1,train,4.0,118,7,5,26,15,0,8.712469733656171,0
1199,0,train,5.0,20,2,0,4,4,0,7.174499999999998,1
1200,1,train,1.0,59,1,2,12,6,0,7.499237288135593,1
1201,0,train,4.0,201,10,7,40,21,1,14.488059701492539,0
1202,0,train,5.0,51,1,2,8,3,0,4.893235294117648,1
1203,1,train,5.0,133,5,5,26,14,0,9.343258145363407,1
1204,1,train,5.0,58,2,2,11,6,0,5.077758620689654,1
1205,0,train,5.0,169,9,3,39,18,1,9.732256973795437,1
1206,0,train,3.0,57,2,0,10,3,0,5.423684210526314,0
1207,1,train,5.0,28,1,0,3,5,0,6.9332142857142856,1
1208,0,train,5.0,158,10,9,35,20,0,2.993236889692586,1
1209,0,train,3.0,94,6,4,29,8,0,5.644184397163119,0
1210,1,train,3.0,117,2,3,22,23,0,8.448205128205128,0
1211,1,train,5.0,24,0,1,2,3,0,9.017500000000002,1
1212,0,train,5.0,27,2,0,2,4,0,1.7355555555555533,1
1213,1,train,5.0,124,9,5,26,7,0,6.646981566820276,1
1214,0,train,5.0,25,0,0,6,1,0,1.9534666666666674,1
1215,1,train,5.0,105,8,4,20,10,1,7.999142857142857,1
1216,1,train,5.0,77,3,2,14,9,0,3.7051948051948074,1
1217,1,train,2.0,114,5,6,24,12,0,7.033947368421053,0
1218,0,train,5.0,54,0,6,14,3,0,1.8227777777777767,1
1219,1,train,5.0,126,7,3,19,16,0,9.928571428571427,1
1220,1,train,5.0,27,2,1,7,3,0,7.474444444444444,1
1221,1,train,5.0,80,8,4,13,5,0,6.1753750000000025,1
1222,0,train,5.0,50,3,2,12,4,2,3.1057333333333332,1
1223,0,train,5.0,13,2,0,2,3,0,0.30128205128205465,1
1224,0,train,5.0,128,6,5,25,10,0,8.503091517857143,1
1225,0,train,1.0,72,2,1,19,6,0,8.307083333333331,1
1226,1,train,5.0,29,1,1,6,5,0,6.77137931034483,1
1227,0,train,5.0,51,3,2,14,6,1,3.9876470588235335,1
1228,0,train,5.0,20,0,0,4,2,0,8.352,1
1229,1,train,3.0,24,2,1,4,5,0,5.96125,0
1230,0,train,3.0,12,0,0,3,1,0,1.8399999999999999,0
1231,1,train,4.0,40,2,1,6,7,0,4.17625,0
1232,1,train,5.0,14,1,1,2,0,0,6.092142857142857,1
1233,0,train,5.0,32,3,1,7,5,0,0.535520833333333,1
1234,0,train,5.0,113,11,3,23,4,0,1.1379867256637155,1
1235,0,train,5.0,193,17,16,40,8,0,3.832506974890393,1
1236,0,train,5.0,116,11,3,23,4,1,5.4114901477832476,1
1237,1,train,4.0,18,0,0,2,3,0,7.98,0
1238,1,train,4.0,22,2,0,4,1,0,3.7663636363636357,0
1239,1,train,4.0,49,1,1,7,6,0,6.3456462585034,0
1240,0,train,5.0,57,5,1,13,6,0,6.579473684210527,1
1241,1,train,3.0,41,1,2,9,7,0,3.439186991869917,0
1242,0,train,5.0,34,2,3,9,0,0,0.5329411764705867,1
1243,1,train,5.0,19,0,1,3,2,0,4.3910526315789475,1
1244,1,train,5.0,15,1,1,4,0,0,5.224,1
1245,0,train,3.0,200,9,4,38,21,0,3.813355555555553,0
1246,1,train,4.0,113,8,5,26,11,0,9.244188790560472,0
1247,1,train,1.0,97,2,6,20,6,0,5.7467157584683335,1
1248,0,train,5.0,64,4,1,12,9,0,3.1733680555555566,1
1249,1,train,4.0,116,1,2,18,19,0,8.273706896551726,0
1250,0,train,3.0,23,1,1,5,2,0,6.436521739130434,0
1251,1,train,5.0,33,2,0,4,4,0,6.6590909090909065,1
1252,0,train,5.0,251,9,3,47,25,1,11.798964143426296,1
1253,0,train,5.0,58,1,6,12,3,0,3.940862068965515,1
1254,0,train,1.0,35,2,2,8,2,0,2.301333333333332,1
1255,0,train,5.0,26,1,2,6,2,0,9.866538461538461,1
1256,1,train,3.0,36,0,1,7,3,0,5.110833333333336,0
1257,0,train,5.0,148,9,8,29,18,0,4.396283783783787,1
1258,1,train,5.0,117,6,5,23,9,2,11.042307692307695,1
1259,0,train,4.0,36,3,1,8,3,0,8.634166666666665,0
1260,1,train,4.0,16,0,0,4,2,0,3.7650000000000006,0
1261,0,train,5.0,28,1,1,5,3,0,7.459523809523812,1
1262,1,train,5.0,15,1,0,3,1,0,7.421999999999997,1
1263,0,train,4.0,76,4,3,16,7,1,6.001578947368422,0
1264,1,train,5.0,21,2,1,4,0,0,7.012857142857143,1
1265,0,train,4.0,184,9,5,42,21,0,5.28045568561873,0
1266,0,train,2.0,69,8,4,18,4,0,5.830217391304348,0
1267,1,train,5.0,14,1,1,4,2,0,10.129285714285714,1
1268,1,train,3.0,63,4,2,13,5,0,4.387857142857143,0
1269,1,train,5.0,21,0,0,3,2,0,8.939999999999998,1
1270,1,train,4.0,42,2,1,7,2,0,4.85857142857143,0
1271,1,train,5.0,40,1,1,7,3,0,4.353750000000002,1
1272,1,train,4.0,127,5,4,27,19,0,6.097366579177603,0
1273,1,train,1.0,25,0,1,6,4,0,5.5440000000000005,1
1274,1,train,4.0,105,7,2,19,11,0,10.646285714285717,0
1275,1,train,1.0,126,5,6,33,8,1,6.821190476190477,1
1276,0,train,5.0,27,0,0,5,3,0,4.296666666666667,1
1277,1,train,4.0,24,0,1,5,2,0,8.82125,0
1278,1,train,5.0,55,3,1,9,7,0,5.91209090909091,1
1279,0,train,5.0,399,10,9,58,14,3,6.239962406015039,1
1280,0,train,4.0,83,4,9,20,9,1,4.0996787148594365,0
1281,1,train,4.0,15,0,2,3,1,0,2.0839999999999996,0
1282,1,train,3.0,134,7,6,31,9,0,9.59599502487562,0
1283,1,train,5.0,94,5,3,20,9,1,5.326838905775077,1
1284,1,train,5.0,40,0,3,7,4,0,5.489666666666668,1
1285,0,train,5.0,34,0,1,5,7,0,4.550294117647059,1
1286,1,train,5.0,49,3,2,12,5,0,6.9954081632653065,1
1287,1,train,4.0,109,8,5,27,6,0,10.905366972477061,0
1288,1,train,5.0,14,1,2,3,2,0,6.765000000000001,1
1289,0,train,5.0,19,0,2,4,1,0,1.6642105263157916,1
1290,1,train,5.0,22,3,0,5,3,0,14.19045454545455,1
1291,0,train,3.0,63,4,3,13,4,0,4.462619047619047,0
1292,0,train,5.0,21,0,1,3,1,0,2.435714285714287,1
1293,0,train,5.0,22,1,1,4,4,0,-0.4219696969696969,1
1294,1,train,5.0,114,6,4,22,13,0,7.164172932330825,1
1295,1,train,2.0,122,4,1,23,6,0,8.85068306010929,0
1296,1,train,5.0,97,3,4,17,8,0,7.3870446735395205,1
1297,1,train,3.0,106,3,4,23,12,0,8.77606918238994,0
1298,1,train,1.0,22,0,2,7,2,0,2.1471212121212133,1
1299,0,train,2.0,136,5,5,26,16,0,5.86599673202614,0
1300,0,train,2.0,104,5,5,21,8,0,5.261474358974361,0
1301,0,train,5.0,15,2,3,3,1,0,0.532,1
1302,1,train,5.0,125,8,5,26,12,0,6.640011428571427,1
1303,0,train,4.0,11,0,0,3,1,0,7.010909090909092,0
1304,1,train,1.0,114,7,6,23,11,1,6.585751879699245,1
1305,0,train,5.0,28,0,0,6,5,0,4.263452380952383,1
1306,1,train,4.0,74,1,2,16,7,0,7.742027027027028,0
1307,1,train,4.0,117,3,2,16,15,0,9.333846153846153,0
1308,0,train,5.0,58,2,0,11,7,0,8.70080459770115,1
1309,0,train,5.0,22,1,0,2,5,0,6.977727272727272,1
1310,0,train,2.0,82,2,0,15,6,0,9.555487804878048,0
1311,1,train,5.0,119,7,7,23,8,0,5.949579831932773,1
1312,1,train,5.0,47,3,1,9,7,0,4.788191489361701,1
1313,1,train,5.0,15,1,1,3,1,0,2.1020000000000003,1
1314,1,train,2.0,56,2,2,12,8,0,9.939404761904761,0
1315,1,train,5.0,116,6,4,18,15,0,9.228649425287358,1
1316,1,train,1.0,117,4,6,24,10,0,6.453525641025642,1
1317,0,train,4.0,94,2,3,15,11,0,10.212234042553192,0
1318,1,train,4.0,15,0,1,3,1,0,-0.41000000000000014,0
1319,1,train,5.0,38,1,1,9,9,0,4.2671052631578945,1
1320,1,train,5.0,62,3,2,10,6,0,5.585161290322581,1
1321,0,train,5.0,44,2,1,6,6,0,5.920833333333331,1
1322,1,train,5.0,40,3,3,10,4,0,4.665416666666669,1
1323,0,train,5.0,49,5,1,11,7,0,3.727244897959185,1
1324,0,train,5.0,18,0,0,6,2,0,5.228333333333335,1
1325,1,train,4.0,44,1,1,10,4,0,4.914318181818182,0
1326,0,train,2.0,43,1,1,3,5,0,5.233875968992251,0
1327,0,train,1.0,190,8,7,30,18,0,5.5993508771929825,1
1328,0,train,5.0,88,9,3,17,7,0,7.119886363636365,1
1329,0,train,5.0,53,1,3,11,5,0,2.710000000000001,1
1330,1,train,2.0,39,1,3,6,3,0,4.876153846153844,0
1331,1,train,1.0,14,0,3,5,0,0,2.0549999999999997,1
1332,0,train,5.0,21,1,0,3,2,0,-0.21142857142857352,1
1333,1,train,4.0,117,9,1,22,14,0,7.69945054945055,0
1334,0,train,5.0,10,0,1,3,1,0,5.091000000000001,1
1335,1,train,5.0,58,2,4,13,5,0,7.096206896551724,1
1336,1,train,2.0,63,2,2,12,9,0,9.03142857142857,0
1337,0,train,4.0,102,9,2,24,8,0,1.3829411764705881,0
1338,0,train,1.0,15,0,0,4,4,0,2.421999999999997,1
1339,0,train,5.0,36,0,1,9,1,0,7.195,1
1340,0,train,5.0,30,1,0,4,10,0,5.870000000000001,1
1341,1,train,4.0,15,1,1,4,2,0,3.026,0
1342,1,train,2.0,116,6,9,24,12,0,7.015000000000001,0
1343,1,train,3.0,111,9,5,28,6,0,6.9085714285714275,0
1344,0,train,1.0,22,1,1,6,3,0,-0.08727272727272606,1
1345,1,train,1.0,23,0,1,6,0,0,3.364782608695652,1
1346,1,train,5.0,36,2,2,6,1,0,7.456666666666667,1
1347,0,train,4.0,10,0,0,2,2,0,5.236000000000001,0
1348,0,train,5.0,91,6,3,18,9,1,5.888901098901101,1
1349,1,train,4.0,129,3,7,19,14,0,9.036279069767442,0
1350,0,train,3.0,258,19,7,44,26,5,6.156046511627906,0
1351,1,train,1.0,59,2,1,11,5,0,6.90237288135593,1
1352,0,train,5.0,33,2,0,3,3,0,2.8054545454545448,1
1353,1,train,3.0,58,3,1,10,7,0,7.920000000000002,0
1354,1,train,4.0,126,4,3,24,14,0,10.265,0
1355,1,train,5.0,11,0,0,3,2,0,3.338181818181816,1
1356,0,train,5.0,299,25,14,67,14,0,2.5356886591669188,1
1357,1,train,5.0,47,3,2,8,5,0,7.794574468085109,1
1358,0,train,2.0,158,16,7,37,13,0,5.49639240506329,0
1359,0,train,4.0,130,5,4,32,10,2,6.335068376068378,0
1360,0,train,5.0,323,4,5,41,23,0,5.919107551487414,1
1361,1,train,5.0,22,0,2,4,2,0,4.408636363636365,1
1362,0,train,4.0,166,12,8,35,17,0,12.832248995983939,0
1363,0,train,5.0,22,1,2,3,0,0,-0.6360606060606031,1
1364,1,train,5.0,108,5,3,16,9,0,8.895833333333336,1
1365,0,train,4.0,294,26,7,65,15,0,3.833265306122449,0
1366,0,train,5.0,41,0,1,8,5,0,7.130121951219515,1
