id,asin,parent_asin,product,price,average_rating,rating_number,title,rating,helpful_vote,verified_purchase,word_count,first_person_pronoun_count,third_person_pronoun_count,verb_count,adjective_count,superlative_count,readability_ari,extremity
795,B07MG85X1M,B0BL98PP21,"Acer KG241Q Pbiip 23.6"" Full HD (1920 x 1080) TN 144Hz 1ms Monitor with AMD FreeSync Technology (Display Port & 2 x HDMI)",239.99,4.6,3879,Excellent Monitor 10/10 would buy again,5,0.0,True,72,0,1,16,14,0,12.484583333333333,1
796,B008CJ1UQY,B07NJZZYXG,ViewSonic VG2239M-LED 22 Inch 1080p Ergonomic Monitor with DisplayPort DVI and VGA for Home and Office,,4.4,174,great,5,0.0,True,1,0,0,0,1,0,2.620000000000001,1
797,B07TXM7K4T,B0BWRFG7DV,"Sceptre 30-inch Curved Gaming Monitor 21:9 2560x1080 Ultra Wide/ Slim HDMI DisplayPort up to 200Hz Build-in Speakers, Metal Black (C305B-200UN1)",219.05,4.6,10261,Dope,4,0.0,True,23,2,0,4,2,0,7.476521739130437,0
798,B07774L6TT,B077V23PNF,"Sceptre E205W-16003R 20%22 1600x900 up to 75Hz Ultra Thin Frameless LED Monitor 2X HDMI VGA Built-in Speakers & C2G 56783 4K UHD High Speed HDMI Cable (60Hz) with Ethernet for 4K Devices, Black",82.82,4.5,8302,As described,5,0.0,True,2,0,0,1,0,0,5.475000000000001,1
799,B0B766G6B6,B0BM5XGP4Y,"Thinlerain Portable Monitor - 11.6 inch Dual HDMI Laptop Monitor, 1366 x 768 TN LED Display External Monitor for Laptop and Computer, Build in Speakers",62.99,4.4,29,It is good,5,0.0,True,3,1,1,1,0,0,-8.94,1
800,B07GD7H18F,B0BZ81WVFQ,"AOC C24G1A 24"" Curved Frameless Gaming Monitor, FHD 1920x1080, 1500R, VA, 1ms MPRT, 165Hz (144Hz supported), FreeSync Premium, Height adjustable Black",159.92,4.7,25604,"Good monitor, poor manufacturing.",2,3.0,True,60,3,2,15,4,0,6.232500000000002,0
801,B00KWCD8D2,B00KWCD8D2,"Acer K202HQL bd 20” (19.5"" viewable) HD+ (1600 x 900) Monitor (DVI & VGA Ports)",139.0,4.4,2812,A necessary cord.,3,0.0,True,58,5,0,13,2,0,4.49758620689655,0
802,B00ODHQJU6,B00ODHQJU6,"Eizo Nanao ColorEdge CS240 24.1"" Hardware Calibration IPS Monitor 1920x1200 CS240-BK-CN",,4.5,3,Nice monitor,4,4.0,True,229,6,7,45,19,0,7.404155749636097,0
803,B016AWDWJ2,B016AWDWJ2,"Monitor Asus VC279H-W 27inch, DVI-D/D-Sub/HDMI, eye care",,3.9,16,Not for us,1,0.0,True,7,0,0,2,1,0,4.274285714285714,1
804,B07MBM71QG,B07MBM71QG,"EVICIV Portable Monitor Touchscreen 15.6"", 1920×1080 HDR FreeSync Computer Laptop Monitor with Smart Cover 100% RGB External Gaming Monitor Screen for Laptop PC MacBook Pro Xbox PS4 Switch Phone",,4.2,18,Replacement was sent when original had issues,4,0.0,True,14,0,0,4,3,0,7.774285714285714,0
805,B078GVTD9N,B078GVTD9N,"LG 27UK850-W 27"" 4K UHD IPS Monitor with HDR10 with USB Type-C Connectivity and FreeSync, White",514.99,4.5,2915,Was awesome - but did NOT last long...USB-C NO LONGER working after one-year,2,1.0,True,64,3,1,11,5,0,3.9571875000000034,0
806,B07Y46D15P,B0BKTD5MW2,"BenQ EW2780 Gaming Monitor 27"" FHD 1080p | IPS | HDRi | Eye-Care Tech w/ Sensor | TUV Certified | Adaptive Brightness | FreeSync | Tilt Screen | Built-In Speakers | Eye Reminder | HDMI | VESA Ready",209.99,4.5,1632,Bleeding/clouding in the corner,3,0.0,True,77,6,0,17,5,0,3.826666666666668,0
807,B071S84ZW7,B0C6FXYV3C,"ASUS ZenScreen Ink 14” 1080P Portable Touchscreen Monitor (MB14AHD) - Full HD, IPS, 10-Point Touch, Stylus Pen (MPP 2.0 Supported), Eye Care, USB Type-C, Micro HDMI, Kickstand, Tripod Socket, BLACK",309.0,4.3,3301,Solid portable monitor,5,0.0,True,103,1,3,19,10,0,22.748446601941744,1
808,B0098Y77U0,B0098Y77U0,Acer G236HL Bbd 23-Inch Screen LED-Lit Monitor,,4.3,1466,Nice Monitor,5,0.0,True,14,0,0,2,4,0,-1.6023809523809547,1
809,B07X1LCMLS,B07X1LCMLS,Viotek GN32DA 32-Inch WQHD Curved Gaming Monitor | Cinema-Quality 1440p 144Hz 4ms w/AMD FreeSync & FPS/RTS | HDMI DVI DP 3.5mm | Fully Adjustable Stand (VESA),,4.3,119,The worst customer service I've seen in decades.,1,5.0,False,97,7,5,22,4,0,3.376804123711338,1
810,B003HFG6S0,B003HFG6S0,Samsung PX2370 23-Inch Widescreen LCD Monitor with LED Backlight,,3.8,152,Love.,5,,True,51,3,4,9,5,0,0.45941176470588374,1
811,B0099PCYPQ,B0099PCYPQ,HP ZR2440w 24-inch LED Backlit IPS Monitor,,3.4,71,good and cheap,4,0.0,True,84,4,3,15,7,1,4.800714285714285,0
812,B08Z7BPVQH,B0B9FK8PS7,"Vodzsla Triple Portable Monitor for Laptop,Full HD IPS 11.6'' Dual Monitor Laptop Screens Extender,HDMI/USB/Type-C Plug and Play Gaming Computer Monitor for 13.3”-16” Mac Windows Chrome Laptops",359.99,4.0,535,Easy to use,5,0.0,True,20,0,0,5,2,0,2.6454999999999984,1
813,B0812DHWCJ,B08CBPHBNR,"Sceptre 34"" IPS UltraWide QHD 3440 x 1440 21:9 Gaming Monitor up to 144Hz DisplayPort HDMI 99% sRGB 1ms Height Adjustable Black 2021 (E345B-QUT168)",397.97,4.6,2072,Fantastic Value for the Price coming from a Business User,5,1.0,True,86,4,1,13,8,0,6.4935271317829475,1
814,B09BP4RT51,B09JMRBW39,"Viotek GNV27DB2 27” Curved 144hz Gaming Monitor QHD 2560 x 1440p Low-Lag 1ms VA Panel, Stunning 103% sRGB Colors HDR, FreeSync, DisplayPort, HDMI, VESA 3 Years Zero Dead Pixels",,4.5,2932,This is a great monitor!,5,1.0,True,45,2,0,5,4,0,8.259333333333334,1
815,B0B4W9SK4Z,B0C783KG4J,"Gawfolk 24” Curved Monitor 75Hz Full HD 1080P, Gaming Display with HDMI VGA PC Monitor Ultra-Thin Zero Frame- Machine Black",99.99,4.4,416,Great monitor,5,0.0,True,10,0,1,0,2,0,4.2940000000000005,1
816,B06X9C6XFK,B0BXXS51NG,"AOC I1601FWUX 15.6"" USB-C powered portable monitor, extremely slim, Full HD 1920x1080 IPS, SmartCover, AutoPivot (for devices w/ USB-C DP Alt Mode only)",129.99,4.3,8884,Fragile,1,5.0,True,171,3,6,33,16,0,8.466491228070176,1
817,B003HFCDLY,B00BH61UV4,Viewsonic VX2450WM-LED 24-Inch Widescreen LED-Lit LCD Monitor,145.0,4.6,1933,Great monitor,5,0.0,True,26,4,1,5,2,0,4.272307692307692,1
818,B00VBNQJSM,B00VBNQJSM,LG Electronics UM67 34UM67 34-Inch Screen LED-lit Monitor,,3.9,145,maybe the best wide screen you can get your hands on but ...,4,0.0,True,24,0,1,4,3,1,9.802499999999998,0
819,B016GNX4SE,B016GNX4SE,Acer Predator 34-inch Curved UltraWide QHD (3440 x 1440) NVIDIA G-Sync Widescreen Display (X34 bmiphz),,4.0,479,These are the best monitors on the market 100 MHz flawless picture quality ...,5,0.0,True,33,0,0,4,4,1,14.623636363636365,1
820,B00AWM12H6,B00AWM12H6,NEC MultiSync EA244WMI-BK 24-Inch Screen LED-Lit Monitor,,3.1,39,Very good display clarity for text and using for CAD application,3,4.0,True,36,0,0,6,1,0,9.2975,0
821,B08KSQP13H,B08KSQP13H,"SAMSUNG 27-Inch G5 Odyssey Gaming Monitor with 1000R Curved Screen, 144Hz, 1ms, FreeSync Premium, QHD (LC27G55TQWNXZA), Black (Renewed)",,4.5,104,It's really good for gaming and watching a show,5,0.0,True,7,0,1,2,1,0,-1.7814285714285738,1
822,B00N913M0W,B00N913M0W,Acer G247HL bid 24-inch Full HD (1920 x 1080) Widescreen Display,,4.1,133,Bigger is Better,4,0.0,True,16,3,0,5,4,0,1.7043749999999989,0
823,B00KZ1T8R0,B00KZ1T8R0,"Gateway 23"" LED Widescreen Monitor | KX2303 Cbd",,3.3,5,Five Stars,5,0.0,True,16,2,0,3,2,0,-0.8064583333333317,1
824,B074JLD4HZ,B0B9HW61MV,"ASUS TUF Gaming 27” 1080P Monitor (VG279Q1R) - Full HD, IPS, 144Hz, 1ms, Extreme Low Motion Blur, Speaker, FreeSync Premium, Shadow Boost, VESA Mountable, DisplayPort, HDMI, Tilt Adjustable",179.0,4.6,4814,"Breaks at 1-2 years, Asus won't acknowledge hardware fault.",1,0.0,True,63,4,0,13,5,0,1.835238095238097,1
825,B08M66HDCS,B08M66HDCS,"Zissu's 15.8” Portable Monitor with Cover- Full HD 1080P HDR IPS Screen with 178° Full View, Lightweight & Portable Laptop Monitor with Dual USB-C Ports, Ideal for Laptop PC Switch PS4 Xbox",,4.5,434,Easy to use and nice picture quality,5,0.0,True,41,3,1,8,5,0,2.190365853658534,1
826,B0B2C3XN4S,B0BVVSJJHW,"QQH Portable Monitor, 15.6"" Portable Computer Monitor HDMI 1080P FHD USB C Laptop Monitor Display IPS Second Screen, Gaming Monitor with Smart Cover, External Dual Monitor for Phone PC MAC PS4 Xbox",129.99,4.5,813,Very good portable monitor,4,0.0,False,149,4,4,23,14,0,6.0295973154362414,0
827,B015WCV70W,B015WCV70W,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",89.99,4.6,13966,beautiful monitor size is perfect,5,0.0,True,78,7,3,16,8,0,35.80615384615385,1
828,B00D78QCYK,B07NK2NW84,"ViewSonic VA2246M-LED 22 Inch Full HD 1080p LED Monitor with DVI and VGA Inputs,Black",159.44,4.5,1128,top of the line,5,0.0,True,20,0,2,6,1,0,-1.032,1
829,B088BC5HMM,B088BC5HMM,"ASUS ProArt Display PA278QV 27” WQHD (2560 x 1440) Monitor, 100% sRGB/Rec. 709 ΔE < 2, IPS, DisplayPort HDMI DVI-D Mini DP, Calman Verified, Anti-glare, Tilt Pivot Swivel Height Adjustable, Black",261.71,4.6,2234,Solid quality monitor,5,1.0,True,98,1,4,18,8,0,7.882857142857144,1
830,B013XFJKGI,B0C6G2BD65,"ASUS Zen Screen 15.6” 1080P Portable Monitor (MB166C) - Full HD, IPS, Type-C External Monitor, USB-Powered, Flicker Free, Anti-Glare Surface, Ultra Slim Travel Monitor For Laptop & Macbook",133.29,4.3,4555,Easy to use.,5,0.0,True,12,0,0,3,2,0,0.9800000000000004,1
831,B07RGPCQG1,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,Broken USBC Cord,3,3.0,False,49,3,3,12,4,0,5.096054421768706,0
832,B07ZLY26FW,B09LCXK4JY,cocopar Portable Monitor – 2022 Upgraded 17.3 Inch IPS HDR 72% sRGB FreeSync USB-C 1080P FHD Eye Care Portable Screen with Type C HDMI Speakers Kickstand for Laptop PC Mac Surface Phone PS5 PS4 Xbox,299.99,4.8,179,Excellent Portable Monitor!,5,0.0,True,49,5,2,9,5,0,4.400102040816325,1
833,B08MVG653F,B08MVG653F,"Sceptre Curved 49 inch (5120x1440) Dual QHD 32:9 Gaming Monitor up to 120Hz DisplayPort HDMI Build-in Speakers, Gunmetal Black 2021 (C505B-QSN168)",,4.4,157,"Awesome Monitor, but…",4,1.0,True,178,9,3,39,13,0,6.653988764044946,0
834,B01LWINT3K,B01MRVSRL7,"Dell E1916HV VESA Mountable 19"" Screen,XGA Wide, LED-Lit Monitor,Black",67.99,4.3,3523,meh... i've had better,2,0.0,True,42,2,3,11,2,0,1.8342857142857163,0
835,B0B4Q16HBS,B0B4Q16HBS,"Sceptre IPS 22 inch 1080p Gaming Monitor 75Hz HDMI x2 99% sRGB up to 320 Lux Blue Light Filter Build-in Speakers, Machine Black (E225W-FPT Series)",77.97,4.6,287,"Sceptre de 22 pulgadas, un muy buen monitor",5,,True,33,0,0,1,1,0,6.1545454545454525,1
836,B00DSCYR7E,B08VFXDFS3,"Acer V206HQL Abd 19.5"" HD+ (1600 x 900) TN Monitor (DVI & VGA Port)",97.0,4.1,199,Great visibility!,5,0.0,True,17,3,1,3,1,0,3.6935294117647075,1
837,B00H0FK2A6,B00H0FK2A6,ASUS MB MB168B+ 15.6-Inch Screen LED-Lit Monitor,,3.9,331,Very finicky. I have to constantly unplug and replug ...,3,,True,32,2,1,8,2,0,3.184895833333332,0
838,B07CVL2D2S,B0C2WWCBSG,"Acer SB242Y EBI 23.8"" Full HD (1920 x 1080) IPS Zero-Frame Gaming Office Monitor | AMD FreeSync Technology | Ultra-Thin Stylish Design | 100Hz | 1ms (VRB) | Low Blue Light | Tilt | HDMI & VGA Ports",99.99,4.6,40868,Great buy!,4,0.0,True,8,0,0,1,3,0,4.942499999999999,0
839,B00FJBHFX0,B00FJBHFX0,"Yiynova MVP22U(V3) Tablet Monitor, DVI, Hotkey, IPS Panel(Mac & Windows & Linux)",,3.4,42,Love this thing!,5,1.0,True,280,15,7,67,26,0,5.352,1
840,B08ZGXG36X,B0BJL8C912,"AORUS FI32Q 32"" 165Hz 1440p HBR3, NVIDIA G-SYNC Compatible, Exclusive Built-in ANC, -KVM, 2560x1440 Display, 1ms Response Time, HDR, 94% DCI-P3, 1x DisplayPort 1.4, 2x HDMI 2.0, 2x USB 3.0, 1x USB C",419.99,4.4,383,Windows Fonts,5,1.0,True,65,1,2,14,9,1,3.1397802197802207,1
841,B01F6UTURM,B09VXPXXDC,ViewSonic VA2459-SMH 24 Inch IPS 1080p LED Monitor with HDMI and VGA Inputs,119.99,4.6,2601,Perfect 27 inch monitor,5,1.0,True,13,0,1,2,1,0,0.2976923076923086,1
842,B00RORBPCO,B00RORBPCO,BenQ 27-Inch Gaming Monitor - LED 1080p HD Monitor - 1ms Response Time for Ultra Fast Console Gaming (RL2755HM) (Discontinued by Manufacturer),,4.6,653,Five Stars,5,0.0,True,16,1,0,1,2,0,4.353750000000002,1
843,B09QD21693,B0B35YFPWC,"LG 49WL95C-WE 32:9 UltraWide Monitor 49"" Dual DQHD (5120 x 1440) IPS Display, HDR10, USB Type-C with 85W Power Delivery, Ambient Light Sensor, 2 x 10W Stereo Speaker with Rich Bass - Silver",1199.99,4.2,320,Love this monitor,5,0.0,True,13,1,0,1,1,0,2.823076923076922,1
844,B088MKB54B,B0C74NXKV9,"ASUS TUF Gaming VG27VH1B 27” Curved Monitor, 1080P Full HD, 165Hz (Supports 144Hz), Extreme Low Motion Blur, Adaptive-sync, FreeSync Premium, 1ms, Eye Care, HDMI D-Sub, BLACK",199.0,4.7,3475,excellent,5,1.0,True,27,1,2,5,4,1,2.7822222222222237,1
845,B0773ZY26F,B0B2JYYR6C,"Sceptre E249W-19203R 24-inch FHD LED Gaming Monitor 2X HDMI VGA 75Hz Build-in Speakers, Machine Black & 24"" Professional Thin 75Hz 1080p LED Monitor 2X HDMI VGA Build-in Speakers, Machine Black",209.79,4.6,26821,excellent,5,0.0,True,20,2,1,2,2,1,2.1744999999999983,1
846,B00KWCD8D2,B00KWCD8D2,"Acer K202HQL bd 20” (19.5"" viewable) HD+ (1600 x 900) Monitor (DVI & VGA Ports)",139.0,4.4,2812,monitor,5,0.0,True,16,0,0,1,2,0,2.5874999999999986,1
847,B0949KL83T,B0C74VV5T5,"HP 27-inch QHD Gaming with Tilt/Height Adjustment with AMD FreeSync Premium Technology (X27q, 2021 model)",339.99,4.6,1369,Good monitor for the price,4,5.0,False,390,10,10,67,33,1,10.672346153846156,0
848,B00ZTRHI2C,B00ZTRHI2C,"HP L1710 Monitor, 17 Inch LCD Monitor, 160 Degree View Angle, 83 KHz Vertical & 76 Hz Horizontal Refresh Rate, 140 MHz Video Bandwith, VGA Port, Silver (Renewed)",,3.9,20,Do not buy,1,0.0,True,3,0,0,2,0,0,-7.369999999999999,1
849,B01HGWC142,B01HGWC142,"Acer 24in Display Full HD,1920 x 1080, 250 Nit, 1 ms, HDMI | CB241H bmidr (Renewed)",,4.0,8,Pretty much good monitor,4,1.0,True,29,1,1,6,1,0,2.7110344827586204,0
850,B06ZYHZ6R6,B0C1TQTV2N,"Acer Nitro XFA243Y Sbiipr 23.8” Full HD (1920 x 1080) VA Gaming Monitor | AMD FreeSync Premium Technology | 165Hz Refresh Rate | 1ms VRB | HDR 10 | 1 Display Port 1.2 & 2 HDMI 2.0 Ports,Black",126.8,4.5,5150,G-SYNC support works well.,5,2.0,True,127,8,5,35,10,0,3.258867353119321,1
851,B00127OUZQ,B00127OUZQ,HP L1710 17-inch LCD Monitor,,4.0,44,Good picture,5,0.0,True,22,0,1,5,5,0,-0.9104545454545452,1
852,B09997HB8T,B0BV6T8J1T,"FOOWIN Portable Monitor, 15.6inch 1080P Portable Gaming Monitor FHD Travel Monitor for Laptop IPS 178° Screen Eye Care Display with HDMI USB Type-C Dual Speaker for Laptop PC Phone PS4 Xbox Switch",129.99,4.4,1125,monitor with excellent image,5,0.0,True,12,1,2,2,2,0,6.550000000000001,1
853,B074PK4R2H,B0BVW34MJ2,"ASUS 31.5” 1080P Monitor (VA329HE) - Full HD, IPS, 75Hz, Adaptive-Sync, Eye Care, Low Blue Light, Flicker Free, HDMI, VGA, Wall Mountable, Tilt Adjustable",168.57,4.5,3803,Worked straight out the box on PS4 excellent picture.,5,1.0,True,12,1,1,2,0,0,1.4475000000000016,1
854,B07L3SBS9Q,B07L3SBS9Q,"Monitor Stand Riser - 3 Height Adjustable Monitor Stand with Pen Holder Phone Slot for Laptop, Computer, Screens with 15x9.5 Platform & 5.5 Inch Height by HUANUO",,4.6,149,Does what it should,5,0.0,True,2,0,1,1,0,0,-6.300000000000001,1
855,B09GZV17YZ,B0BXQ4GQ66,"Sceptre IPS 34"" White UltraWide Monitor 3440 x 1440p HDR400 1ms up to 144Hz 95% DCI-P3 PIP PBP DisplayPort HDMI USB-C Height Adjustable (E345B-QUN168W)",299.98,4.2,122,"1 dead pixel, but otherwise very happy",4,2.0,True,237,12,8,53,16,4,7.916523855890944,0
856,B004G8QO5M,B004G8QO5M,HP 2011x 20-Inch LED Monitor - Black,,3.8,209,Works very well,5,,True,40,1,2,6,3,0,3.234250000000003,1
857,B0845QFDVM,B097KSV8DV,"ASUS TUF Gaming 24.5"" 1080P HDR Monitor VG258QM - Full HD, 280Hz (Supports 144Hz), 0.5ms, Extreme Low Motion Blur Sync, G-SYNC Compatible, Display HDR 400, DisplayPort HDMI, Height Adjustable, Black",,4.6,3573,Serious Gaming Monitor,5,0.0,True,42,2,1,7,5,0,9.255714285714284,1
858,B09GWBX47T,B09GWBX47T,MSI Full FHD Portable Anti-Glare 25ms 1920 x 1080 60Hz Refresh Rate USB/HDMI 15.6” Monitor (Optix MAG162V),,4.6,91,Muy buen producto,5,0.0,True,0,0,0,0,0,0,,1
859,B015WCV70W,B015WCV70W,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",89.99,4.6,13966,DO NOT BUY THIS MONITOR....,1,1.0,True,92,4,6,21,5,1,4.33979813664596,1
860,B01JORSH6S,B01MYZSQKQ,"V7 L185V-2N 18.5"" Screen LCD Monitor,black",,3.4,20,Five Stars,5,0.0,True,8,0,0,3,0,0,1.9987500000000011,1
861,B01HIA63AU,B01HIA63AU,"Sceptre 24 Inch Ultra Thin Ultra Slim 1080P 75Hz LED Monitor HDMI VGA, Metal Black (E248W-1920R)",,4.5,2268,One Star,1,0.0,True,18,0,2,4,0,0,-0.33999999999999986,1
862,B015WCV70W,B015WCV70W,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",89.99,4.6,13966,Great Bang For Your Buck!,5,0.0,True,8,1,0,1,1,0,3.1762499999999996,1
863,B001OD76RW,B001OD76RW,Acer H233H bmid 23-Inch Widescreen LCD Display (Black),,3.8,71,if there's a better screen for the money...,5,7.0,False,180,9,4,35,13,0,8.633833333333332,1
864,B01CX27190,B01CX27190,SAMSUNG LS19F350HNNXZA 19-Inch Slim Design Monitor,,4.2,341,Clean and crisp!,5,0.0,False,33,1,0,4,5,0,6.944545454545455,1
865,B06XT6WQCJ,B06XT6WQCJ,"SAMSUNG LC32HG70QQN, C32HG70 32"" HDR QLED 144Hz 1ms Curved Gaming Monitor with Freesync, Dark Blue BlackMatt",,4.2,1511,I love this thing but its really heavy.,5,1.0,True,47,3,2,8,2,0,1.5813829787234042,1
866,B09TQX2BW1,B0BMFMGP37,"kksmart Portable Monitor, 15.6 Inch FHD 1080P USB-C IPS Travel Monitor with HDMI USB-C Speakers, External Monitor for Laptop/Mac/PC/Xbox/PS4, Smart Cover & VESA Mountable",149.99,4.8,375,Perfect for traveling,5,0.0,True,43,3,1,11,1,0,4.90527131782946,1
867,B0773ZY26F,B0B2JYYR6C,"Sceptre E249W-19203R 24-inch FHD LED Gaming Monitor 2X HDMI VGA 75Hz Build-in Speakers, Machine Black & 24"" Professional Thin 75Hz 1080p LED Monitor 2X HDMI VGA Build-in Speakers, Machine Black",209.79,4.6,26821,Grear,5,0.0,True,1,0,0,0,0,0,-16.22,1
868,B08LLD2QXJ,B08LLD2QXJ,"LG UltraGear FHD 27-Inch Gaming Monitor 27GN800-B, IPS 1ms (GtG) with HDR 10 Compatibility, NVIDIA G-SYNC, and AMD FreeSync Premium, 144Hz, Black",286.99,4.5,2024,Purchased 2021 Still going strong.,5,0.0,True,70,3,2,10,5,0,7.798238095238091,1
869,B079K3MXWF,B09SJ9192T,"SAMSUNG 23.5” CF396 Curved Computer Monitor, AMD FreeSync for Advanced Gaming, 4ms Response Time, Wide Viewing Angle, Ultra Slim Design, LC24F396FHNXZA, Black",158.0,4.7,24081,I love it,5,0.0,True,9,1,2,2,1,0,1.3866666666666667,1
870,B074JLD4HZ,B0B9HW61MV,"ASUS TUF Gaming 27” 1080P Monitor (VG279Q1R) - Full HD, IPS, 144Hz, 1ms, Extreme Low Motion Blur, Speaker, FreeSync Premium, Shadow Boost, VESA Mountable, DisplayPort, HDMI, Tilt Adjustable",179.0,4.6,4814,Doble ganacia,5,1.0,True,114,1,0,6,2,0,10.00815789473684,1
871,B00G5AEZOQ,B00G5AEZOQ,Acer G6 G276HL Gbd 27-Inch Full HD Widescreen LCD Monitor (1920 x 1080) (VGA & DVI Ports),,4.4,954,Not bad at all for the price,4,0.0,True,55,4,4,11,5,0,0.36624242424242226,0
872,B07743412C,B0B2K24RQT,"Sceptre 20"" 1600 x 900 75Hz LED Monitor 2x HDMI VGA Built-in Speakers, sRGB 99% Machine Black (E209W-16003RT series)",69.98,4.5,27222,works,5,0.0,True,51,4,4,11,7,0,5.540588235294116,1
873,B00KO4518I,B0765YZMVY,Acer G226HQL 21.5-Inch Screen LED Monitor,73.26,4.5,4573,Five Stars,5,0.0,True,5,0,0,1,1,0,3.6779999999999973,1
874,B09D7JCT5Y,B0B9HZZ2Q7,"ASUS ProArt Display 34” Computer Monitor (PA348CGV) - 21:9 Ultra-Wide QHD (3440 x 1440), IPS, Color Accuracy ΔE < 2, Calman Verified, 98% DCI-P3, USB-C, 120Hz, Compatible with Laptop & Mac Monitor",669.0,4.2,958,Amazing color and resolution!,5,0.0,False,12,0,0,1,5,0,12.577499999999993,1
875,B08YFN4P4D,B094F99MH2,"SAMSUNG T37F Series 22-Inch FHD 1080p Computer Monitor, 75Hz, IPS Panel, HDMI, Display Port, VESA Compatible, 3 Yr WRNTY (LF22T374FWNXGO)",141.44,4.6,89,Great Find,5,4.0,True,74,6,1,15,7,1,2.836891891891895,1
876,B07LCFXV41,B0C11L7RDN,"AOPEN 27HC1R Pbidpx 27-inch 1800R Curved Full HD (1920 x 1080) Gaming AMD Radeon FreeSync and NVIDIA G-SYNC Compatible Monitor (Display, HDMI & DVI Ports),Black",229.99,4.5,511,Amazing value,5,14.0,True,164,9,8,31,14,0,7.746158536585366,1
877,B07MTMCNLX,B08JL29CWX,"Sceptre 24-Inch FHD 1080p Curved 165Hz Gaming LED Monitor Edge-Less AMD FreeSync DisplayPort HDMI, Black (C248B-144RN)",,4.7,8532,Great for gaming,5,0.0,True,27,1,1,3,3,0,2.0666666666666664,1
878,B009H0XQPA,B009H0XQPA,Dell S2740L 27-Inch Screen LED-lit Monitor (Discontinued by Manufacturer),,4.2,342,Superb Monitor !,5,3.0,False,297,6,7,44,31,0,7.357310606060608,1
879,B07V1SQ966,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,Easy to set up!,5,0.0,True,61,4,3,15,5,0,5.112213114754098,1
880,B002AQSV3K,B002AQSV3K,"AOC 2330V 23"" Widescreen LCD Monitor",,4.5,14,Awesome Monitor,5,2.0,False,156,14,4,29,13,1,6.1370512820512815,1
881,B0B9NNWXVP,B0BTBJWVKC,"MNN Portable Monitor 15.6inch FHD 1080P Laptop Monitor USB C HDMI Gaming Ultra-Slim IPS Display w/Smart Cover & Speakers,HDR Plug&Play, External Monitor for Laptop PC Phone Mac Xbox PS5/PS4 Switch",116.92,4.8,1999,"Great product, does exactly what I need",5,0.0,True,78,8,5,17,10,0,7.884615384615383,1
882,B07VFC787T,B07VFC787T,"HP P Series P274 | 27"" Monitor | Low Blue Light | HD IPS Screen | Black | 5QG36A8",279.0,4.6,295,fast delivery and good quality,5,0.0,True,30,2,1,7,4,0,1.1600000000000001,1
883,B072XCZSSW,B0C2CR23T1,"BenQ GW2480 Computer Monitor 24"" FHD 1920x1080p | IPS | Eye-Care Tech | Low Blue Light | Anti-Glare | Adaptive Brightness | Tilt Screen | Built-In Speakers | DisplayPort | HDMI | VGA,Black",129.99,4.7,17212,Non-displaying around perimeter reduces display size,3,2.0,True,68,0,1,11,7,0,3.6524369747899144,0
884,B093R6C6B4,B099PDSXNQ,"LG FHD 27-Inch Computer Monitor 27MP60G-B, IPS with AMD FreeSync, Black",149.99,4.7,994,Great Monitor,5,0.0,True,15,0,0,1,3,0,3.9860000000000007,1
885,B009F1IKFC,B08KX8JYWQ,"ViewSonic TD2421 24 Inch 1080p Dual-Point Optical Touch Screen Monitor with HDMI and DVI, Black",,4.3,353,Five Stars,5,0.0,True,3,0,0,0,1,0,9.899999999999999,1
886,B08GP2F1C3,B0C4Y7WNT4,"InnoView 18.5 inch Portable Monitor, 100HZ 120% sRGB 1080P FHD IPS Large Portable Monitor for Laptop USB C HDMI HDR Travel Monitor with Kickstand & VESA for Mac PC Xbox PS4/5 Switch Gaming Monitor",259.99,4.4,468,Lightweight and Good Screen Quality,5,0.0,True,9,0,0,1,2,0,4.893333333333334,1
887,B007ILEHNU,B007ILEHNU,Samsung B350 Series T24B350ND 24-Inch Screen LED-Lit Monitor,,3.6,88,Great monitor,4,2.0,True,72,2,3,13,7,0,5.428750000000001,0
888,B00GTV05XG,B01N9FY70C,Dell UltraSharp U2414H 23.8” Inch Screen FHD 1080p LED Monitor,241.0,4.4,870,Five Stars,5,0.0,True,6,0,0,0,2,0,7.544999999999998,1
889,B07CK4W58Y,B0C33Y9Q9L,"PHILIPS 226E9QDSB 22"" Frameless Monitor, Full HD IPS, FreeSync 75Hz, VESA, 4Yr Advance Replacement Warranty",104.99,4.6,5289,Charged 3 times for this product!!!!!,5,0.0,True,16,1,0,3,1,0,0.9597916666666677,1
