id,asin,parent_asin,product,price,average_rating,rating_number,rating,title,helpful_vote,verified_purchase,readability_ari,extremity,subjectivity,experiential_detail,positive_affect,negative_affect,uncertainty,category_specificity,internal_consistency,word_count,adjective_ratio,verb_ratio,superlative_ratio,first_person_pronoun_ratio,third_person_pronoun_ratio
682,B0BRBC8KRQ,B0C23TRYTP,"Skyworth 22 inch Monitor, Full HD 1080P 75Hz, 99% sRGB 8bit VA Screen, HDMI VGA Port, Ultra Thin LED Eye Care Computer Monitor, VESA 75 * 75mm Wall Mount, 22B1H",79.99,4.7,42,5,Great value,0.0,False,5.756333333333334,1,0.25,0.0,0.25,0.0,0.0,0.75,0.75,45,0.17777777777777778,0.24444444444444444,0.0,0.0,0.0
683,B01N2FZTZH,B01N2FZTZH,"AOC Q3277FQE 32"" QHD 2560x1440 Monitor, 10-bit MVA Panel, 5ms, DisplayPort/HDMI/DVI-D/VGA, FlickerFree, VESA",,3.9,92,5,Five Stars,0.0,True,-2.9160000000000004,1,1.0,0.0,0.0,0.0,0.0,0.0,0.75,5,0.0,0.2,0.0,0.0,0.2
684,B003Y3BJ7S,B00BH61UV4,Viewsonic VX2450WM-LED 24-Inch Widescreen LED-Lit LCD Monitor,145.0,4.6,1933,4,"Good monitor, but not for OSX Lion",3.0,True,6.216928571428568,0,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.5,0.75,120,0.11666666666666667,0.2,0.008333333333333333,0.05,0.06666666666666667
685,B09R22Y756,B09R22Y756,"KOORUI 27 Inch Computer Monitor QHD 1440p 75Hz Monitors IPS 95% DCI-P3 Business Monitors with HDMI/Type-C/DP for Home Office, Tilt Lifting Rotating Base Adjustable Stand, VESA Compatible",,3.5,14,5,Clear Clean View,0.0,True,-0.0899999999999998,1,0.0,0.0,0.0,0.0,0.0,1.0,0.5,5,0.0,0.4,0.0,0.2,0.0
686,B09XTN21GL,B0BNT11NYH,"INNOCN 27 Inch 4K Monitor Computer UHD 3840 x 2160 LCD IPS Display, HDR400, USB Type C DP HDMI PC Monitor, 1.07B+ Colors, Built-in Speakers, Pivot/Height Adjustable Stand, Black",279.99,4.4,140,5,Excellent 4K monitor with amazing brightness and sharpness,4.0,False,5.525734406438634,1,0.38461538461538464,0.46153846153846156,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.5384615384615384,0.75,639,0.06259780907668232,0.1752738654147105,0.003129890453834116,0.046948356807511735,0.026604068857589983
687,B0149QBOF0,B0149QBOF0,"Dell Gaming S2716DGR 27.0"" QHD Wide 1440p Screen LED-Lit Monitor with G-SYNC",593.99,4.2,1188,5,Five Stars,0.0,True,5.726363636363633,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,11,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0
688,B08C4LQ857,B0BC116247,"Mobile Pixels Trio Portable Monitor for Laptops, 12.5'' Full HD IPS Screens, USB C/USB A Dual or Triple Displays,Windows/OS/Android/Nintendo Switch (One Monitor Only)",207.99,4.1,521,2,"Works, but not via attached to my laptop",1.0,True,4.521761904761902,0,0.5,0.25,0.25,0.25,0.0,0.5,0.75,70,0.04285714285714286,0.2571428571428571,0.0,0.05714285714285714,0.0
689,B005LJWJSG,B0765ZQJPK,"Acer S220HQL Abd 21.5-Inch Widescreen LCD Monitor,Black",,4.5,1350,4,Amazon replaced the monitor and I have enjoyed it since Very nice monitor,0.0,True,4.662603978300179,0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,1.0,79,0.08860759493670886,0.25316455696202533,0.0,0.05063291139240506,0.0379746835443038
690,B07JF8DQZJ,B09ZDFZQZ5,"LG 22MP410-B 22” Full HD (1920 x 1080) VA Display with AMD FreeSync, OnScreen Control - Black",79.99,4.6,1910,2,Dim Display,0.0,True,1.7043750000000024,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.0,0.3333333333333333,1.0,96,0.09375,0.17708333333333334,0.020833333333333332,0.020833333333333332,0.0625
691,B00966IW72,B00966IW72,Acer T232HL bmidz 23-Inch Touch Screen LCD Display,,3.8,152,5,Excellent monitor!,1.0,True,8.21091083413231,1,0.375,0.25,0.25,0.125,0.0,0.5,0.75,149,0.08053691275167785,0.24161073825503357,0.0,0.020134228187919462,0.06711409395973154
692,B06ZYHZ6R6,B0C1TQTV2N,"Acer Nitro XFA243Y Sbiipr 23.8” Full HD (1920 x 1080) VA Gaming Monitor | AMD FreeSync Premium Technology | 165Hz Refresh Rate | 1ms VRB | HDR 10 | 1 Display Port 1.2 & 2 HDMI 2.0 Ports,Black",126.8,4.5,5150,5,"4.5 years later, still working perfectly",0.0,False,6.619999999999997,1,0.0,0.0,0.0,0.0,0.0,1.0,0.5,9,0.0,0.2222222222222222,0.0,0.0,0.0
693,B07Z273SZW,B07Z273SZW,"Sceptre 24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers, VESA Wall Mount Ready Metal Black 2019 (C248W-1920RN) & AmazonBasics High-Speed 4K HDMI Cable, 6 Feet, 1-Pack",,4.6,270,5,Good Monitor,0.0,True,-11.51,1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,0.0,0.0,0.0,0.0,0.0
694,B073ZJ1K8G,B09DSJ1YNL,"G-STORY 15.6"" Inch IPS 4k 60Hz Portable Monitor Gaming Display Integrated with PS5(not Included) 3840×2160 with 2 HDMI Ports,FreeSync,Built-in 2 of Multimedia Stereo Speaker,UL",369.99,4.5,285,5,You'll never leave your PS5 at home now!,2.0,True,4.509545454545453,1,0.25,0.25,0.25,0.0,0.0,0.5,0.75,66,0.06060606060606061,0.21212121212121213,0.0,0.07575757575757576,0.015151515151515152
695,B015WCV70W,B015WCV70W,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",89.99,4.6,13966,5,Good Monitor,0.0,True,5.475000000000001,1,1.0,0.0,1.0,0.0,0.0,0.0,0.75,2,0.0,0.0,0.0,0.0,0.0
696,B07FKH79XM,B07ZFK6BYL,"DELL P Series 27-Inch FHD 1080p Screen Led-Lit Monitor (P2719H), Black",,4.6,1046,4,Very Nice Monitor - Clear Picture - could use DVI,0.0,True,0.6237333333333304,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,25,0.04,0.36,0.0,0.04,0.04
697,B07CVL2D2S,B0C2WWCBSG,"Acer SB242Y EBI 23.8"" Full HD (1920 x 1080) IPS Zero-Frame Gaming Office Monitor | AMD FreeSync Technology | Ultra-Thin Stylish Design | 100Hz | 1ms (VRB) | Low Blue Light | Tilt | HDMI & VGA Ports",99.99,4.6,40868,5,Best! More bang for your buck!,0.0,True,5.3735897435897435,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,13,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693,0.0
698,B00CMKOVMO,B0BXXS51NG,"AOC I1601FWUX 15.6"" USB-C powered portable monitor, extremely slim, Full HD 1920x1080 IPS, SmartCover, AutoPivot (for devices w/ USB-C DP Alt Mode only)",129.99,4.3,8884,2,Not a fan - one fall and it cracked,3.0,True,8.423764705882352,0,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0,0.5384615384615384,0.5,255,0.07450980392156863,0.1568627450980392,0.00392156862745098,0.01568627450980392,0.050980392156862744
699,B00M1C48OE,B01MSXGAL9,Dell E2015HV 20-Inch Screen LED-Lit Monitor,99.99,4.2,353,5,Five Stars,0.0,True,0.665416666666669,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,16,0.125,0.1875,0.0,0.0625,0.0
700,B07L2VZMGM,B07L2VZMGM,"Eyoyo Portable HDMI Gaming Monitor, 10” inch IPS Portable Seceond Screen 2560x1600 High Resolution for PC Laptop Compatible with PS4, Xbox one Xbox 360, Raspi",,3.9,67,5,Works Perfectly Well as a Monitor for a Raspberry Pi Zero,,True,7.419406779661017,1,0.4,0.0,0.4,0.0,0.0,0.6,0.75,59,0.15254237288135594,0.1864406779661017,0.0,0.0,0.03389830508474576
701,B08G8WMRRP,B0BWFRKGDQ,"Dell S3422DW - 34-inch WQHD 21:9 Curved Monitor, 3440 x 1440 at 100Hz, 1800R, Built-in Dual 5W Speakers, 4ms Grey-to-Grey Response Time (Extreme Mode), 16.7 Million Colors, Silver",429.99,4.4,2620,4,Great monitor with one caveat - must use default resolution,34.0,True,6.961613242249083,0,0.23076923076923078,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.0,0.7692307692307693,0.75,346,0.08959537572254335,0.1791907514450867,0.002890173410404624,0.02601156069364162,0.008670520231213872
702,B00CLZ047Q,B00CLZ047Q,"AOC I2267FW 22-Inch Class IPS Frameless/Slim LED Monitor, Full HD,250 cd/m2 Brightness,5ms,50M:1 DCR,VGA/DVI",,4.4,604,5,and so far it has been great. Clear picture,0.0,True,1.5528431372549036,1,0.25,0.0,0.25,0.0,0.25,0.75,0.75,34,0.11764705882352941,0.20588235294117646,0.0,0.058823529411764705,0.058823529411764705
703,B0812DHWCJ,B08CBPHBNR,"Sceptre 34"" IPS UltraWide QHD 3440 x 1440 21:9 Gaming Monitor up to 144Hz DisplayPort HDMI 99% sRGB 1ms Height Adjustable Black 2021 (E345B-QUT168)",397.97,4.6,2072,4,Buena pero ...,0.0,True,1.9330303030303035,0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,22,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0
704,B088G1PKKN,B088G1PKKN,"LG UHD 32-Inch Computer Monitor 32UL500-W, VA with HDR 10 Compatibility and AMD FreeSync, White",296.99,4.5,1534,5,Quite Impressive,1.0,True,5.365226917057903,1,0.625,0.375,0.375,0.0,0.0,0.375,1.0,142,0.09154929577464789,0.21830985915492956,0.0,0.07746478873239436,0.02112676056338028
705,B0773ZY26F,B0B2JYYR6C,"Sceptre E249W-19203R 24-inch FHD LED Gaming Monitor 2X HDMI VGA 75Hz Build-in Speakers, Machine Black & 24"" Professional Thin 75Hz 1080p LED Monitor 2X HDMI VGA Build-in Speakers, Machine Black",209.79,4.6,26821,3,"Good monitor, but I have seen better",0.0,True,10.347282608695654,0,0.5555555555555556,0.0,0.2222222222222222,0.2222222222222222,0.0,0.5555555555555556,1.0,92,0.14130434782608695,0.14130434782608695,0.010869565217391304,0.010869565217391304,0.010869565217391304
706,B0007QQJ9S,B0007QQJ9S,"Hyundai 19"" LCD Monitor - L90D+",,3.3,10,3,sent product as advertised,0.0,False,5.167200000000001,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,50,0.04,0.2,0.0,0.06,0.04
707,B074JLD4HZ,B0B9HW61MV,"ASUS TUF Gaming 27” 1080P Monitor (VG279Q1R) - Full HD, IPS, 144Hz, 1ms, Extreme Low Motion Blur, Speaker, FreeSync Premium, Shadow Boost, VESA Mountable, DisplayPort, HDMI, Tilt Adjustable",179.0,4.6,4814,5,Overall a good choice.,0.0,True,2.5654545454545463,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,33,0.06060606060606061,0.24242424242424243,0.0,0.06060606060606061,0.030303030303030304
708,B009H0XQRS,B019G58J2A,Dell S2240M 21.5-Inch Screen LED-lit Monitor,,4.6,715,5,Awesome Quality,1.0,True,4.622727272727275,1,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,33,0.18181818181818182,0.12121212121212122,0.0,0.0,0.030303030303030304
709,B06X6HJ1SF,B08BJYZDG5,"Acer KG271 bmiix 27"" Full HD (1920 x 1080) TN Monitor with AMD FREESYNC Technology (2 x HDMI & VGA Port),Black",216.26,4.5,2106,5,Great Monitor for Gaming,0.0,True,3.944516129032259,1,0.5,0.5,0.5,0.0,0.0,0.5,1.0,31,0.0967741935483871,0.1935483870967742,0.0,0.12903225806451613,0.06451612903225806
710,B07VFF4TZG,B0C5M41P1D,"ZSCMALLS Portable Monitor 15.6 Inch 1080P FHD USB-C Laptop Monitor HDMI Computer Display HDR IPS Gaming Monitor Smart Cover, Speakers, for Laptop PC MAC Phone PS4/5 Xbox Switch",79.99,4.3,552,2,Did not last 60 Days,0.0,True,5.419285714285714,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,42,0.07142857142857142,0.2857142857142857,0.0,0.047619047619047616,0.0
711,B08LLD2QXJ,B08LLD2QXJ,"LG UltraGear FHD 27-Inch Gaming Monitor 27GN800-B, IPS 1ms (GtG) with HDR 10 Compatibility, NVIDIA G-SYNC, and AMD FreeSync Premium, 144Hz, Black",286.99,4.5,2024,1,Screen died after 2 weeks,2.0,False,13.96277777777778,1,0.5,0.25,0.0,0.5,0.0,0.5,0.75,54,0.12962962962962962,0.12962962962962962,0.018518518518518517,0.018518518518518517,0.0
712,B005LJWJSG,B0765ZQJPK,"Acer S220HQL Abd 21.5-Inch Widescreen LCD Monitor,Black",,4.5,1350,5,Exactly as Advertised!,0.0,True,2.942499999999999,1,1.0,0.0,1.0,0.0,0.0,0.0,0.75,12,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0
713,B08KFSMGJ8,B0BYSXD4DZ,"PHILIPS 322E1C 32"" Super-Curved Frameless Monitor, Full HD VA, 104% sRGB, Adaptive-Sync 75Hz, VESA, 4Yr Advance Replacement Warranty, Black/Silver",280.85,4.6,4196,5,Awesome monitor!,3.0,True,20.910000000000004,1,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,47,0.1276595744680851,0.2127659574468085,0.02127659574468085,0.02127659574468085,0.0425531914893617
714,B00FE690DI,B0C6LBCGJ5,"ASUS ZenScreen 15.6” 1080P Portable USB Monitor (MB16AH-Z) - FHD, IPS, USB Type-C, Speakers, Micro-HDMI, Eye Care, Speakers, Tripod Mountable, Anti-Glare Surface, Protective Sleeve, 3-Year Warranty",164.0,4.3,6170,2,If you want an inexpensive monitor,0.0,True,0.3526923076923083,0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5,1.0,39,0.07692307692307693,0.28205128205128205,0.02564102564102564,0.05128205128205128,0.07692307692307693
715,B07TNM8L6S,B08K2GYHD8,"ASUS TUF Gaming 23.8” 1080P Curved Gaming Monitor (VG24VQ1B) - Full HD, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speakers, Adaptive-sync/FreeSync Premium, Eye Care, DisplayPort, HDMI",129.0,4.7,201,5,It works really good video quality is nice and sharp.,0.0,True,9.473793103448276,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,29,0.06896551724137931,0.20689655172413793,0.0,0.06896551724137931,0.034482758620689655
716,B00FE8MKTM,B00FE8MKTM,Dell E2414Hr 24-Inch LED-Lit Monitor (Discontinued by Manufacturer),,4.4,973,5,Five Stars,0.0,True,-2.09,1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,1.0,0.0,0.0,0.0,0.0
717,B07KXSR99Y,B09NYDJJRM,"Sceptre 24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers, VESA Wall Mount Ready Metal Black 2019 (C248W-1920RN)",102.97,4.6,18100,1,Not worth it,0.0,True,-1.7674999999999983,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,0.0,0.5,0.0,0.0,0.0
718,B09C11G2YN,B09C11G2YN,"Sceptre 32 inch Curved 2K Gaming Monitor QHD 2560 x 1440 up to 165Hz 144Hz 1ms HDR400 400 Lux AMD FreeSync Premium, Height Adjustable DisplayPort HDMI Build-in Speakers Machine Black (C325B-QWD168)",241.99,4.3,164,5,Great Monitors...,0.0,True,0.5464285714285708,1,0.5,0.0,0.5,0.0,0.0,0.5,1.0,28,0.10714285714285714,0.17857142857142858,0.0,0.03571428571428571,0.03571428571428571
719,B09LQVFH9R,B0BGSHHFKY,"Fagomfer Triple Portable Monitor for Laptop, OFIYAA P2 Pro 13.3"" Laptop Screen Extender, Dual Display Full 1080p HD IPS, Support M1 MacBook, for 13.3''-16.5'' Notebook Computer Mac Windows/Android",599.0,3.7,99,2,Doesn't work,5.0,True,7.817619047619047,0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,14,0.0,0.42857142857142855,0.0,0.07142857142857142,0.14285714285714285
720,B07KXSR99Y,B09NYDJJRM,"Sceptre 24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers, VESA Wall Mount Ready Metal Black 2019 (C248W-1920RN)",102.97,4.6,18100,5,"Looks great, but a bit quiet.",0.0,True,3.5500000000000007,1,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.5,18,0.2777777777777778,0.16666666666666666,0.0,0.0,0.0
721,B015WCV70W,B015WCV70W,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",89.99,4.6,13966,5,best buy,0.0,True,2.171666666666667,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.75,18,0.16666666666666666,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.05555555555555555
722,B002JGKI6O,B07QJ2JCHH,Kantek MAXVIEW LCD Monitor Magnifier for 21.5-Inch and 22-Inch Widescreen Monitors (Measured Diagonally) (MAG22WL),106.62,3.3,881,5,The magnifier is fantastic. I have a data entry job and it ...,1.0,True,2.8230000000000004,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,40,0.125,0.225,0.0,0.05,0.025
723,B01LPNKFK0,B07FKFTH8L,"LG 24UD58-B Monitor 24"" 4K UHD (3840 x 2160) IPS Display, FreeSync, On-Screen Control, Screen Split 2.0, Game Mode, Black Stabilizer - Black",296.99,4.5,1207,5,Use this monitor for productivity,0.0,True,3.12409090909091,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,22,0.045454545454545456,0.22727272727272727,0.0,0.0,0.0
724,B084NWYRX4,B084NWYRX4,"GeeekPi NT68676 HDMI+VGA+DVI+Audio Input LCD Controller Driver Board or HSD190MEN4 M170EN06 17"" 19"" 1280x1024 4CCFL 30Pins LCD Panel,Fit for Arcade1Up Monitor",23.99,4.3,139,5,Good,0.0,True,3.870000000000001,1,0.0,0.0,0.0,0.0,0.0,1.0,0.75,7,0.0,0.2857142857142857,0.0,0.0,0.0
725,B008ABO0P2,B00BH81BIE,ViewSonic VA1912M-LED 19-Inch Screen LED-Lit Monitor,,3.9,303,5,Needed a bigger screen and got a great deal,0.0,True,4.07357142857143,1,1.0,1.0,0.0,1.0,0.0,0.0,0.5,28,0.03571428571428571,0.25,0.0,0.14285714285714285,0.03571428571428571
726,B01BV1XB2K,B087D8YFCD,"LG 25UM58-P UltraWide Monitor 25'' 21:9 FHD () IPS Display, sRGB 99%, On-Screen Control, Screen Split 2.0, Game Mode",,4.5,5233,3,Annoying flashing light.,0.0,True,7.297499999999999,0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,8,0.25,0.125,0.0,0.0,0.0
727,B08N9X8CKY,B08N9X8CKY,DIYmalls 3.5 inch LCD,,4.2,4,3,Instructions?,0.0,True,5.965833333333332,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,36,0.05555555555555555,0.25,0.0,0.0,0.027777777777777776
728,B094RWMN8K,B0BFK8BNNP,"LG 27GP95R-B 27” Ultragear UHD (3840 x 2160) Nano IPS Gaming Monitor w/1ms Response Time & 144Hz Refresh Rate, NVIDIA G-SYNC Compatible & AMD FreeSync Pro, Adjustable Tilt, Height, Swivel & Pivot",589.99,4.3,308,5,Unbelievably great.,6.0,True,3.535,1,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.75,49,0.04081632653061224,0.24489795918367346,0.0,0.02040816326530612,0.02040816326530612
729,B085HP999M,B085HP999M,"ASUS TUF Gaming VG27WQ 27” Curved Monitor, 1440P WQHD (2560 x 1440), 165Hz, Adaptive-sync, Freesync Premium, Extreme Low Motion Blur (ELMB), 1ms, 400 nits, DisplayHDR 400, DisplayPort and HDMI",,4.5,172,1,Defect item & poor quality control,1.0,True,4.821249999999999,1,1.0,0.0,0.0,0.0,0.0,1.0,0.75,16,0.125,0.1875,0.0,0.0,0.125
730,B0148NNKTC,B0BFM2GP2B,"Acer R241Y Bbix 23.8"" Full HD (1920 x 1080) IPS Monitor | AMD FreeSync Technology | Ultra-Thin | Edge-to-Edge | Zero-Frame | 1ms VRB | 75Hz | (HDMI & VGA ports)",151.85,4.7,15055,4,Four Stars,1.0,True,3.5500000000000007,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0.3333333333333333,0.0,0.0,0.0,0.0
731,B000VS8WWY,B000VS8WWY,19-inch Flat Panel Display,,3.4,12,5,Really Love it,0.0,True,3.5522727272727295,1,0.5,0.5,0.5,0.0,0.0,0.5,0.75,22,0.045454545454545456,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091
732,B01IA9FXAO,B06ZZ3NS5F,LG 32MA68HY-P 32-Inch FHD 1080p IPS Monitor with Display Port and HDMI Inputs,599.99,4.5,1737,5,Five Stars,0.0,True,12.54,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0.0,0.5,0.0,0.0,0.0
733,B01MY142C0,B0C2CQ1NYZ,"BenQ PD3200Q Color Accurate Design Monitor 32"" QHD 1440p | 100% Rec.709 & sRGB | Delta E≤3 | Calibration Report | Pantone | AQCOLOR | HotKey Puck | Ergonomic | Speakers | DisplayPort | HDMI",,4.5,2490,5,Beautiful display,1.0,True,3.057608695652174,1,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,46,0.15217391304347827,0.21739130434782608,0.021739130434782608,0.10869565217391304,0.043478260869565216
734,B007YJ0JH4,B007YJ0JH4,Hannspree IL IL195ABB 19-Inch Screen LED-Lit Monitor,,3.3,13,5,19 inch tv,0.0,True,1.92448717948718,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.75,26,0.19230769230769232,0.19230769230769232,0.0,0.038461538461538464,0.038461538461538464
735,B07V39QHMY,B07V39QHMY,"AOC CQ27G1 27"" Curved Frameless Gaming Monitor QHD/2K, 1ms, 144Hz, FreeSync, DisplayPort/HDMI/VGA, Height adjustable, 3-Year Zero-Bright Dot, Black/Red",,4.6,2022,5,Best 1440p 144Hz G-Sync Compatible VA Monitor at this price point,0.0,False,11.659937888198762,1,0.5,0.1,0.4,0.0,0.0,0.5,1.0,161,0.08074534161490683,0.12422360248447205,0.012422360248447204,0.024844720496894408,0.006211180124223602
736,B0007LZGH4,B0007LZGH4,"Samsung SyncMaster 915N 19"" LCD Monitor (Black)",,3.8,4,5,Best of its day,1.0,True,9.425090090090087,1,0.6,0.2,0.4,0.0,0.2,0.6,0.75,74,0.12162162162162163,0.17567567567567569,0.013513513513513514,0.04054054054054054,0.02702702702702703
737,B0B5GXXT5H,B0BTHTF4GB,JJTechGiant Triple Portable Monitor for Laptop Screen Extender Dual Monitor 12 Inch FHD 1080P Tri Screen Display One Type-C Connect Plug and Play No Driver for 13.3-16.5 Inch Laptop Windows 7/8/10/11,399.9,4.0,205,1,Absolute Garbage,2.0,True,2.4279999999999973,1,0.5,0.0,0.0,0.5,0.0,0.5,1.0,10,0.1,0.2,0.0,0.0,0.0
738,B00CBNIXHQ,B0765ZQJPK,"Acer S220HQL Abd 21.5-Inch Widescreen LCD Monitor,Black",,4.5,1350,4,Product review:,0.0,True,0.4100000000000001,0,1.0,0.0,1.0,0.0,0.0,0.0,0.75,6,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
739,B0859L59XT,B0859L59XT,"HP PRO Display P17A, 17"" 1280X1024 TN LED - Super XGA 5:4, 1K:1-Contrast, 5MS - Response, 1x VGA, W/TILT-Adjustment, Black",,4.2,77,3,Not Happy,1.0,True,-0.5154545454545456,0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,33,0.06060606060606061,0.15151515151515152,0.0,0.06060606060606061,0.06060606060606061
740,B00B2HH7G0,B0B9J2JWSX,"ASUS TUF Gaming 23.8” 1080P Monitor (VG249Q1R) - Full HD, IPS, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, FreeSync™ Premium, Shadow Boost, VESA Mountable, DisplayPort, HDMI",159.99,4.7,6137,5,An amazing gaming monitor for Starters!!,0.0,True,5.73,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,27,0.14814814814814814,0.25925925925925924,0.0,0.07407407407407407,0.07407407407407407
741,B07TXM7K4T,B0BWRFG7DV,"Sceptre 30-inch Curved Gaming Monitor 21:9 2560x1080 Ultra Wide/ Slim HDMI DisplayPort up to 200Hz Build-in Speakers, Metal Black (C305B-200UN1)",219.05,4.6,10261,1,Stopped working within 5 months.,0.0,True,8.049146341463416,1,0.0,0.0,0.0,0.0,0.0,1.0,0.75,41,0.0975609756097561,0.21951219512195122,0.0,0.024390243902439025,0.024390243902439025
742,B00ITORJRQ,B00ITORJRQ,"BenQ 24-Inch Gaming Monitor - LED 1080p HD Monitor - 1ms Response Time, Head-to-Head Console Gaming (RL2460HT) (Discontinued by Manufacturer)",,4.6,338,4,"Low Contrast Ratio, but otherwise an incredible monitor!",0.0,True,7.492272727272727,0,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,1.0,170,0.10588235294117647,0.19411764705882353,0.0,0.08823529411764706,0.0058823529411764705
743,B07V1SQ966,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,5,Great Travel Monitor,0.0,True,10.12,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.75,48,0.125,0.1875,0.0,0.020833333333333332,0.020833333333333332
744,B009C3M7H0,B07ZGJ6T7B,"ASUS 27"" 1440P Eye Care Monitor (PB278Q) - QHD (2560 x 1440), IPS, DisplayPort, HDMI, DVI",514.4,4.1,1417,5,My favorite monitor!,1.0,True,5.563186813186817,1,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,104,0.08653846153846154,0.14423076923076922,0.0,0.028846153846153848,0.0673076923076923
745,B08LCNNGZN,B0C46P1TNN,"ASUS ROG Strix XG27AQ-W 27” 1440P HDR Gaming Monitor - White, QHD (2560 x 1440), Fast IPS, 170Hz, 1ms, Extreme Low Motion Blur Sync, G-SYNC Compatible, Eye Care, HDMI, DisplayPort, USB, DisplayHDR400",,4.6,1627,3,Great but came with 2 dots dead pixels,0.0,True,15.723333333333336,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,0.08888888888888889,0.24444444444444444,0.0,0.08888888888888889,0.022222222222222223
746,B0C1ZFWK24,B0C1ZFWK24,"LIMINK 15.4"" Portable Triple Monitor for 15.6-18.5” Laptops | 2023 1080P IPS Double Freestanding Narrow-Bezel Laptop Screen Extender | Compatible with MacOS & Windows | Powered by USB-C & HDMI, S20B",599.99,4.6,26,4,It lacks a locking feature!,4.0,True,5.821249999999999,0,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.75,216,0.06018518518518518,0.25,0.0,0.046296296296296294,0.032407407407407406
